tag-id,animal-id,animal-taxon,deploy-on-date,deploy-off-date,animal-comments,animal-life-stage,animal-reproductive-condition,animal-sex,attachment-type,data-processing-software,deployment-end-type,deployment-id,duty-cycle,manipulation-comments,manipulation-type,study-site,tag-manufacturer-name,tag-mass,tag-model,tag-readout-method
RosieTag,Rosie,Felis catus,2015-08-21 05:43:24.000,2015-08-27 20:32:41.000,Hunt: Yes; prey_p_month: 3,4 years,Spayed,f,collar,@Trip PC,removal,Rosie,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MonaLisaTag,MonaLisa,Felis catus,2015-08-26 00:32:13.000,2015-09-02 14:57:42.000,Hunt: No; prey_p_month: 0,9 years,Spayed,f,collar,@Trip PC,removal,MonaLisa,3-min fixes,hrs_indoors: 17; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BoofyTag,Boofy,Felis catus,2015-08-26 05:14:13.000,2015-08-30 13:46:14.000,Hunt: Yes; prey_p_month: 1,9 years,Neutered,m,collar,@Trip PC,removal,Boofy,3-min fixes,hrs_indoors: 0; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Kitty3Tag,Kitty3,Felis catus,2015-08-27 00:30:34.000,2015-09-06 16:02:35.000,Hunt: ; prey_p_month: 0,1 year,Spayed,f,collar,@Trip PC,removal,Kitty3,3-min fixes,hrs_indoors: 3; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BruceTag,Bruce,Felis catus,2015-08-27 00:34:08.000,2015-09-03 09:55:31.000,Hunt: Yes; prey_p_month: 2,2 years,Neutered,m,collar,@Trip PC,removal,Bruce,3-min fixes,hrs_indoors: 20; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LucarioBlackTag,LucarioBlack,Felis catus,2015-08-27 00:34:26.000,2015-09-02 15:04:07.000,Hunt: Yes; prey_p_month: 3,3 years,Neutered,m,collar,@Trip PC,removal,LucarioBlack,3-min fixes,hrs_indoors: 19; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TruffulaTag,Truffula,Felis catus,2015-08-27 01:52:07.000,2015-09-04 06:26:57.000,Hunt: Yes; prey_p_month: 3,5 years,Spayed,f,collar,@Trip PC,removal,Truffula,3-min fixes,hrs_indoors: 2; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Rosie2Tag,Rosie2,Felis catus,2015-08-27 03:00:52.000,2015-09-02 14:11:18.000,Hunt: Yes; prey_p_month: 2,11 years,Spayed,f,collar,@Trip PC,removal,Rosie2,3-min fixes,hrs_indoors: 16; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
JazzieTag,Jazzie,Felis catus,2015-08-27 03:45:41.000,2015-09-01 16:16:12.000,Hunt: Yes; prey_p_month: 5,1 year,Spayed,f,collar,@Trip PC,removal,Jazzie,3-min fixes,hrs_indoors: 6; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LilaTag,Lila,Felis catus,2015-08-28 00:32:28.000,2015-09-04 11:40:25.000,Hunt: Yes; prey_p_month: 1,7 years,Spayed,f,collar,@Trip PC,removal,Lila,3-min fixes,hrs_indoors: 13; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MrLittleCatTag,MrLittleCat,Felis catus,2015-08-28 00:32:45.000,2015-09-05 14:57:06.000,Hunt: Yes; prey_p_month: 3,8 years,Neutered,m,collar,@Trip PC,removal,MrLittleCat,3-min fixes,hrs_indoors: 1; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
AshTag,Ash,Felis catus,2015-08-28 00:35:50.000,2015-09-03 07:32:10.000,Hunt: Yes; prey_p_month: 2,8 years,Neutered,m,collar,@Trip PC,removal,Ash,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Kitty4Tag,Kitty4,Felis catus,2015-08-28 00:38:57.000,2015-09-06 08:33:25.000,Hunt: Yes; prey_p_month: 4,2 years,Not Fixed,m,collar,@Trip PC,removal,Kitty4,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Ruby4Tag,Ruby4,Felis catus,2015-08-28 01:41:02.000,2015-09-02 04:26:09.000,Hunt: Yes; prey_p_month: 2,3 years,Spayed,f,collar,@Trip PC,removal,Ruby4,3-min fixes,hrs_indoors: 16; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
FelixTag,Felix,Felis catus,2015-09-02 00:32:04.000,2015-09-09 09:38:47.000,Hunt: Yes; prey_p_month: 2,2 years,Neutered,m,collar,@Trip PC,removal,Felix,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Bella5Tag,Bella5,Felis catus,2015-09-02 00:33:26.000,2015-09-10 14:59:59.000,Hunt: No; prey_p_month: 0,5 years,Spayed,f,collar,@Trip PC,removal,Bella5,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Tiger3Tag,Tiger3,Felis catus,2015-09-02 01:40:02.000,2015-09-07 20:16:39.000,Hunt: ; prey_p_month: 0,15 years,Neutered,m,collar,@Trip PC,removal,Tiger3,3-min fixes,hrs_indoors: 16; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
CheekyTag,Cheeky,Felis catus,2015-09-02 02:23:08.000,2015-09-05 04:24:27.000,Hunt: ; prey_p_month: 1,15 years,Neutered,m,collar,@Trip PC,removal,Cheeky,3-min fixes,hrs_indoors: 16; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MacaTag,Maca,Felis catus,2015-09-03 00:31:31.000,2015-09-09 07:31:07.000,Hunt: Yes; prey_p_month: 9,10 years,Spayed,f,collar,@Trip PC,removal,Maca,3-min fixes,hrs_indoors: 1; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
IvoryTag,Ivory,Felis catus,2015-09-03 00:32:04.000,2015-09-11 15:22:09.000,Hunt: Yes; prey_p_month: 2,2 years,Spayed,f,collar,@Trip PC,removal,Ivory,3-min fixes,hrs_indoors: 19; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SoxyTag,Soxy,Felis catus,2015-09-03 00:32:22.000,2015-09-15 03:19:02.000,Hunt: Yes; prey_p_month: 1,14 years,Neutered,m,collar,@Trip PC,removal,Soxy,3-min fixes,hrs_indoors: 15; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Tilly2Tag,Tilly2,Felis catus,2015-09-03 00:32:22.000,2015-09-08 12:08:58.000,Hunt: Yes; prey_p_month: 6,10 years,Spayed,f,collar,@Trip PC,removal,Tilly2,3-min fixes,hrs_indoors: 20; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
HarryTag,Harry,Felis catus,2015-09-03 00:32:29.000,2015-09-12 04:50:23.000,Hunt: ; prey_p_month: 0,2 years,Neutered,m,collar,@Trip PC,removal,Harry,3-min fixes,hrs_indoors: 1; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Misty3Tag,Misty3,Felis catus,2015-09-03 00:32:51.000,2015-09-08 23:44:23.000,Hunt: Yes; prey_p_month: 1,0 years,Spayed,f,collar,@Trip PC,removal,Misty3,3-min fixes,hrs_indoors: 20; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BooTag,Boo,Felis catus,2015-09-03 00:35:44.000,2015-09-11 00:19:25.000,Hunt: ; prey_p_month: 0,4 years,Neutered,m,collar,@Trip PC,removal,Boo,3-min fixes,hrs_indoors: 0; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
GrimmTag,Grimm,Felis catus,2015-09-03 01:48:51.000,2015-09-10 20:10:00.000,Hunt: ; prey_p_month: 0,0.58 years,Neutered,m,collar,@Trip PC,removal,Grimm,3-min fixes,hrs_indoors: 8; n_cats: 4,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BessyTag,Bessy,Felis catus,2015-09-03 02:09:55.000,2015-09-08 16:10:57.000,Hunt: Yes; prey_p_month: 21,8 years,Spayed,f,collar,@Trip PC,removal,Bessy,3-min fixes,hrs_indoors: 18; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
NelsonTag,Nelson,Felis catus,2015-09-03 09:08:59.000,2015-09-09 00:09:42.000,Hunt: Yes; prey_p_month: 5,3 years,Neutered,m,collar,@Trip PC,removal,Nelson,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Marbles2Tag,Marbles2,Felis catus,2015-09-04 00:30:41.000,2015-09-11 15:05:44.000,Hunt: No; prey_p_month: 0,2 years,Spayed,f,collar,@Trip PC,removal,Marbles2,3-min fixes,hrs_indoors: 0; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TuxTag,Tux,Felis catus,2015-09-04 00:32:04.000,2015-09-11 15:03:26.000,Hunt: No; prey_p_month: 0,6 years,Neutered,m,collar,@Trip PC,removal,Tux,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
RipleyTag,Ripley,Felis catus,2015-09-04 00:32:33.000,2015-09-13 14:59:37.000,Hunt: Yes; prey_p_month: 4,3 years,Spayed,f,collar,@Trip PC,removal,Ripley,3-min fixes,hrs_indoors: 20; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Merlin2Tag,Merlin2,Felis catus,2015-09-04 00:32:41.000,2015-09-11 15:05:41.000,Hunt: ; prey_p_month: 0,9 years,Neutered,m,collar,@Trip PC,removal,Merlin2,3-min fixes,hrs_indoors: 3; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MrWhiskersTag,MrWhiskers,Felis catus,2015-09-04 01:39:21.000,2015-09-13 14:57:26.000,Hunt: No; prey_p_month: 0,5 years,Spayed,f,collar,@Trip PC,removal,MrWhiskers,3-min fixes,hrs_indoors: 20; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Charlie2Tag,Charlie2,Felis catus,2015-09-04 15:05:30.000,2015-09-11 14:50:43.000,Hunt: ; prey_p_month: 0,3 years,Neutered,m,collar,@Trip PC,removal,Charlie2,3-min fixes,hrs_indoors: 15; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
HazelTag,Hazel,Felis catus,2015-09-09 00:30:55.000,2015-09-16 14:59:48.000,Hunt: Yes; prey_p_month: 3,1 year,Fixed, ,collar,@Trip PC,removal,Hazel,3-min fixes,hrs_indoors: 14; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Leo3Tag,Leo3,Felis catus,2015-09-09 00:31:02.000,2015-09-16 14:57:31.000,Hunt: Yes; prey_p_month: 3,6 years,Neutered,m,collar,@Trip PC,removal,Leo3,3-min fixes,hrs_indoors: 5; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Soxy2Tag,Soxy2,Felis catus,2015-09-09 00:31:51.000,2015-09-21 10:30:27.000,Hunt: No; prey_p_month: 0,2 years,Neutered,m,collar,@Trip PC,removal,Soxy2,3-min fixes,hrs_indoors: 22; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TheoTag,Theo,Felis catus,2015-09-09 00:32:12.000,2015-09-16 14:57:44.000,Hunt: ; prey_p_month: 0,6 years,Neutered,m,collar,@Trip PC,removal,Theo,3-min fixes,hrs_indoors: 5; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
GeezerTag,Geezer,Felis catus,2015-09-09 00:33:55.000,2015-09-16 14:59:36.000,Hunt: ; prey_p_month: 0,5 years,Neutered,m,collar,@Trip PC,removal,Geezer,3-min fixes,hrs_indoors: 5; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Harry2Tag,Harry2,Felis catus,2015-09-10 00:31:58.000,2015-09-18 14:48:52.000,Hunt: No; prey_p_month: 0,2 years,Neutered,m,collar,@Trip PC,removal,Harry2,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MidnightTag,Midnight,Felis catus,2015-09-10 00:32:11.000,2015-09-17 14:58:53.000,Hunt: Yes; prey_p_month: 1,11 years,Neutered,m,collar,@Trip PC,removal,Midnight,3-min fixes,hrs_indoors: 15; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
RupertTag,Rupert,Felis catus,2015-09-10 00:32:29.000,2015-09-20 03:52:57.000,Hunt: Yes; prey_p_month: 0,1 year,Neutered,m,collar,@Trip PC,removal,Rupert,3-min fixes,hrs_indoors: 8; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
JasmineTag,Jasmine,Felis catus,2015-09-10 00:32:51.000,2015-09-11 18:05:59.000,Hunt: Yes; prey_p_month: 1,11 years,Spayed,f,collar,@Trip PC,removal,Jasmine,3-min fixes,hrs_indoors: 18; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LilyTag,Lily,Felis catus,2015-09-10 00:33:56.000,2015-09-17 14:58:50.000,Hunt: ; prey_p_month: 0,3 years,Spayed,f,collar,@Trip PC,removal,Lily,3-min fixes,hrs_indoors: 12; n_cats: 4,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Buddy2Tag,Buddy2,Felis catus,2015-09-10 00:35:25.000,2015-09-16 20:38:11.000,Hunt: Yes; prey_p_month: 4,4 years,Neutered,m,collar,@Trip PC,removal,Buddy2,3-min fixes,hrs_indoors: 15; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SibeliusTag,Sibelius,Felis catus,2015-09-11 02:44:04.000,2015-09-18 22:42:23.000,Hunt: Yes; prey_p_month: 4,3 years,Neutered,m,collar,@Trip PC,removal,Sibelius,3-min fixes,hrs_indoors: 4; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TimmyTag,Timmy,Felis catus,2015-09-16 00:31:04.000,2015-09-23 21:34:07.000,Hunt: Yes; prey_p_month: 6,3 years,Neutered,m,collar,@Trip PC,removal,Timmy,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
FlandersTag,Flanders,Felis catus,2015-09-16 00:32:23.000,2015-09-23 14:57:46.000,Hunt: No; prey_p_month: 0,1 year,Neutered,m,collar,@Trip PC,removal,Flanders,3-min fixes,hrs_indoors: 13; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ZoeTag,Zoe,Felis catus,2015-09-30 00:30:33.000,2015-10-07 13:59:09.000,Hunt: Yes; prey_p_month: 2,7 years,,f,collar,@Trip PC,removal,Zoe,3-min fixes,hrs_indoors: 3; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Pepper2Tag,Pepper2,Felis catus,2015-09-30 00:30:57.000,2015-10-08 13:59:42.000,Hunt: Yes; prey_p_month: 0,10 years,Spayed,f,collar,@Trip PC,removal,Pepper2,3-min fixes,hrs_indoors: 2; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Charlie3Tag,Charlie3,Felis catus,2015-09-30 00:30:58.000,2015-10-08 13:59:53.000,Hunt: Yes; prey_p_month: 1,12 years,Spayed,f,collar,@Trip PC,removal,Charlie3,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SunnyTag,Sunny,Felis catus,2015-09-30 00:31:38.000,2015-10-08 13:59:46.000,Hunt: Yes; prey_p_month: 3,15 years,Neutered,m,collar,@Trip PC,removal,Sunny,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
RascalTag,Rascal,Felis catus,2015-09-30 00:32:35.000,2015-10-02 00:37:45.000,Hunt: No; prey_p_month: 0,0.67 years,Neutered,m,collar,@Trip PC,removal,Rascal,3-min fixes,hrs_indoors: 16; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SchnoozTag,Schnooz,Felis catus,2015-09-30 00:32:35.000,2015-10-08 13:58:51.000,Hunt: Yes; prey_p_month: 3,8 years,Neutered,m,collar,@Trip PC,removal,Schnooz,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
AmbaRoseTag,AmbaRose,Felis catus,2015-09-30 00:32:42.000,2015-10-07 13:58:33.000,Hunt: Yes; prey_p_month: 2,10 years,Spayed,f,collar,@Trip PC,removal,AmbaRose,3-min fixes,hrs_indoors: 7; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TobinTag,Tobin,Felis catus,2015-09-30 00:32:58.000,2015-10-07 13:57:57.000,Hunt: Yes; prey_p_month: 0,6 years,Neutered,m,collar,@Trip PC,removal,Tobin,3-min fixes,hrs_indoors: 14; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Rupert2Tag,Rupert2,Felis catus,2015-09-30 00:33:02.000,2015-10-06 17:03:42.000,Hunt: Yes; prey_p_month: 3,3 years,Neutered,m,collar,@Trip PC,removal,Rupert2,3-min fixes,hrs_indoors: 14; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
AlfieTag,Alfie,Felis catus,2015-09-30 00:34:33.000,2015-10-10 06:32:00.000,Hunt: ; prey_p_month: 0,,, ,collar,@Trip PC,removal,Alfie,3-min fixes,hrs_indoors: 0; n_cats: 0,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Felix2Tag,Felix2,Felis catus,2015-09-30 00:35:49.000,2015-10-09 00:26:59.000,Hunt: Yes; prey_p_month: 1,4 years,Spayed,f,collar,@Trip PC,removal,Felix2,3-min fixes,hrs_indoors: 16; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SammiTag,Sammi,Felis catus,2015-10-01 00:32:06.000,2015-10-08 13:59:36.000,Hunt: No; prey_p_month: 0,11 years,Spayed,f,collar,@Trip PC,removal,Sammi,3-min fixes,hrs_indoors: 22; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PicassoTag,Picasso,Felis catus,2015-10-01 00:32:07.000,2015-10-09 13:59:10.000,Hunt: Yes; prey_p_month: 2,8 years,Spayed,f,collar,@Trip PC,removal,Picasso,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Tiger4Tag,Tiger4,Felis catus,2015-10-01 00:32:18.000,2015-10-11 13:58:04.000,Hunt: Yes; prey_p_month: 5,7 years,Neutered,m,collar,@Trip PC,removal,Tiger4,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MontyTag,Monty,Felis catus,2015-10-01 00:32:27.000,2015-10-11 13:57:13.000,Hunt: 0; prey_p_month: 0,0 years,, ,collar,@Trip PC,removal,Monty,3-min fixes,hrs_indoors: 0; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
AmeliaTag,Amelia,Felis catus,2015-10-01 00:32:34.000,2015-10-08 13:57:10.000,Hunt: ; prey_p_month: 1,10 years,Spayed,f,collar,@Trip PC,removal,Amelia,3-min fixes,hrs_indoors: 12; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Theo2Tag,Theo2,Felis catus,2015-10-01 00:32:34.000,2015-10-11 13:57:48.000,Hunt: 0; prey_p_month: 0,0 years,, ,collar,@Trip PC,removal,Theo2,3-min fixes,hrs_indoors: 0; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SputnikTag,Sputnik,Felis catus,2015-10-01 00:33:26.000,2015-10-09 01:29:53.000,Hunt: Yes; prey_p_month: 1,6 years,Neutered,m,collar,@Trip PC,removal,Sputnik,3-min fixes,hrs_indoors: 16; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
KennyTag,Kenny,Felis catus,2015-10-01 11:44:55.000,2015-10-07 10:19:42.000,Hunt: ; prey_p_month: 0,4 years,Neutered,m,collar,@Trip PC,removal,Kenny,3-min fixes,hrs_indoors: 3; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
DharmaTag,Dharma,Felis catus,2015-10-08 00:32:05.000,2015-10-15 21:30:29.000,Hunt: No; prey_p_month: 1,17 years,Neutered,m,collar,@Trip PC,removal,Dharma,3-min fixes,hrs_indoors: 9; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Charlie4Tag,Charlie4,Felis catus,2015-10-08 00:32:34.000,2015-10-15 22:27:23.000,Hunt: No; prey_p_month: 0,6 years,Neutered,m,collar,@Trip PC,removal,Charlie4,3-min fixes,hrs_indoors: 13; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ImeldaTag,Imelda,Felis catus,2015-10-08 00:35:27.000,2015-10-15 14:05:45.000,Hunt: Yes; prey_p_month: 6,1 year,Spayed,f,collar,@Trip PC,removal,Imelda,3-min fixes,hrs_indoors: 16; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TiggyTag,Tiggy,Felis catus,2015-10-08 01:03:12.000,2015-10-13 12:20:54.000,Hunt: Yes; prey_p_month: 2,2 years,Neutered,m,collar,@Trip PC,removal,Tiggy,3-min fixes,hrs_indoors: 14; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SammyTag,Sammy,Felis catus,2015-10-08 01:32:27.000,2015-10-14 09:22:24.000,Hunt: Yes; prey_p_month: 6,7 years,Neutered,m,collar,@Trip PC,removal,Sammy,3-min fixes,hrs_indoors: 15; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
FudgeTag,Fudge,Felis catus,2015-10-08 01:32:34.000,2015-10-15 14:59:28.000,Hunt: Yes; prey_p_month: 5,4 years,Neutered,m,collar,@Trip PC,removal,Fudge,3-min fixes,hrs_indoors: 11; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
GeorgieTag,Georgie,Felis catus,2015-10-08 01:32:35.000,2015-10-17 06:46:02.000,Hunt: Yes; prey_p_month: 5,9 years,Neutered,m,collar,@Trip PC,removal,Georgie,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Martha2Tag,Martha2,Felis catus,2015-10-08 01:47:34.000,2015-10-14 01:01:12.000,Hunt: Yes; prey_p_month: 5,3 years,Spayed,f,collar,@Trip PC,removal,Martha2,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
RaffyTag,Raffy,Felis catus,2015-10-08 14:00:18.000,2015-10-18 16:18:21.000,Hunt: Yes; prey_p_month: 6,14 years,Neutered,m,collar,@Trip PC,removal,Raffy,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Boots2Tag,Boots2,Felis catus,2015-10-08 14:02:49.000,2015-10-19 13:59:01.000,Hunt: Yes; prey_p_month: 1,14 years,Neutered,m,collar,@Trip PC,removal,Boots2,3-min fixes,hrs_indoors: 15; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
YorikoTag,Yoriko,Felis catus,2015-10-08 15:00:30.000,2015-10-18 18:55:30.000,Hunt: Yes; prey_p_month: 1,13 years,Spayed,f,collar,@Trip PC,removal,Yoriko,3-min fixes,hrs_indoors: 20; n_cats: 4,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ZivaTag,Ziva,Felis catus,2015-10-09 00:30:35.000,2015-10-14 18:09:48.000,Hunt: Yes; prey_p_month: 9,1 year,Spayed,f,collar,@Trip PC,removal,Ziva,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Millie3Tag,Millie3,Felis catus,2015-10-09 00:32:04.000,2015-10-16 19:43:34.000,Hunt: Yes; prey_p_month: 1,7 years,Spayed,f,collar,@Trip PC,removal,Millie3,3-min fixes,hrs_indoors: 18; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BentleyTag,Bentley,Felis catus,2015-10-09 01:31:05.000,2015-10-18 13:09:11.000,Hunt: Yes; prey_p_month: 2,12 years,Neutered,m,collar,@Trip PC,removal,Bentley,3-min fixes,hrs_indoors: 5; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
DiamondsTag,Diamonds,Felis catus,2015-10-09 01:32:00.000,2015-10-19 14:57:39.000,Hunt: ; prey_p_month: 0,2 years,Spayed,f,collar,@Trip PC,removal,Diamonds,3-min fixes,hrs_indoors: 2; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Monty2Tag,Monty2,Felis catus,2015-10-09 01:32:04.000,2015-10-16 15:32:10.000,Hunt: Yes; prey_p_month: 15,7 years,Neutered,m,collar,@Trip PC,removal,Monty2,3-min fixes,hrs_indoors: 3; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
RudiTag,Rudi,Felis catus,2015-10-09 01:35:11.000,2015-10-16 22:08:10.000,Hunt: No; prey_p_month: 0,2 years,Neutered,m,collar,@Trip PC,removal,Rudi,3-min fixes,hrs_indoors: 5; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
