freq,stk_flow,indic_fo,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,BAL,FNAWS,THS_M3,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FNAWS,THS_M3,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	14941.74 s	-2879.99 s	-1872.08 s	-3239.28 s	-2946.25 s	-5043.85 s	-2963.13 s	-3002.42 s	-18751.8 s	0 s	: 	: 
A,BAL,FNAWS,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-3392.42 s	: 	: 	: 	: 	0 	: 	0 s	0 	: 
A,BAL,FNAWS,THS_M3,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FNAWS,THS_M3,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	3192.61 s	: 	: 	: 	: 	: 	: 	0 s	: 	: 
A,BAL,FNAWS,THS_M3,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FNAWS,THS_M3,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-6610.45 s	: 	: 	: 	0 s	0 s	0 s	145.85 	: 	: 
A,BAL,FNAWS,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-191.61 s	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,BAL,FNAWS,THS_M3,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FNAWS,THS_M3,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-1048.66 s	: 	: 	0 s	0 s	0 s	: 	: 
A,BAL,FNAWS,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 	492 	: 	: 
A,BAL,FNAWS,THS_M3,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-1645.33 s	415.7 	-1186.5 	151.3 	-636.2 	-430.5 	-2537.4 	1131.5 	-562.2 	: 
A,BAL,FNAWS,THS_M3,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FNAWS,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	68302.8 s	: 	-2512.8 	: 	: 	: 	2414.25 	: 	: 	: 	-3110.58 	7125.15 	: 	: 
A,BAL,FNAWS,THS_M3,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FNAWS,THS_M3,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-1290.51 s	: 	: 	: 	: 	: 	: 	: 	: 	0 s	: 	: 
A,BAL,FNAWS,THS_M3,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-223.26 s	: 	: 	: 	: 	0 	-213 	-158 	-132 	: 
A,BAL,FOR,MIO_EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65.28 	73.09 	61.31 	-88.14 	-31.75 	-68.8 	-128.35 	35.29 	-165.87 	37.95 	-118.57 	-2.93 	106.55 	93.26 	-40.38 	-2.12 	44.88 
A,BAL,FOR,MIO_EUR,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68.7 	: 	-114.5 	: 	: 
A,BAL,FOR,MIO_EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,BAL,FOR,MIO_EUR,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e
A,BAL,FOR,MIO_EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.13 	0.13 	-0.13 	0.13 	: 	0.13 	0 	-0.13 	: 	: 
A,BAL,FOR,MIO_EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,BAL,FOR,MIO_EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,BAL,FOR,MIO_EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	23.96 	: 	1584.62 	: 
A,BAL,FOR,MIO_EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-223.02 	-511.39 	1666.23 	520.48 	835.72 	1590.12 	863.34 	383.42 	: 
A,BAL,FOR,MIO_EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-43.87 	: 	: 	: 	62.46 	: 	: 	46.11 	-107.5 	241.51 	: 	: 
A,BAL,FOR,MIO_EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24 	-20 	-117 	: 	: 
A,BAL,FOR,MIO_EUR,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	140.23 	: 	: 	: 	: 
A,BAL,FOR,MIO_NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65.28 	73.09 	61.31 	-88.14 	-31.75 	-68.8 	-128.35 	35.29 	-165.87 	37.95 	-118.57 	-2.93 	106.55 	93.26 	-40.38 	-2.12 	44.88 
A,BAL,FOR,MIO_NAC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	134.37 	: 	-223.95 	: 	: 
A,BAL,FOR,MIO_NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,BAL,FOR,MIO_NAC,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e
A,BAL,FOR,MIO_NAC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	-1 	1 	: 	1 	0 	-1 	: 	: 
A,BAL,FOR,MIO_NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,BAL,FOR,MIO_NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,BAL,FOR,MIO_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	236 	: 	16105 	: 
A,BAL,FOR,MIO_NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-933.2 	-2139.7 	7270.1 	2215.7 	3561.4 	6833.7 	3835.8 	1750.4 	: 
A,BAL,FOR,MIO_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-185.95 	: 	: 	: 	277.64 	: 	: 	214.58 	-510.14 	1168.52 	: 	: 
A,BAL,FOR,MIO_NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24 	-20 	-117 	: 	: 
A,BAL,FOR,MIO_NAC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	124.06 	: 	: 	: 	: 
A,BAL,FOR,THS_M3,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	2480.82 	2648.05 	2710.75 	-3895.15 	-1119.53 	-1979.13 	-3628.52 	964.6 	-4727.42 	1191.83 	-3921.99 	-94.24 	3679.27 	4188.28 	-1969.61 	-63.67 	1050.99 
A,BAL,FOR,THS_M3,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1842.5 	: 	-2143.04 	: 	: 
A,BAL,FOR,THS_M3,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FOR,THS_M3,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	-21471.95 s	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 
A,BAL,FOR,THS_M3,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,BAL,FOR,THS_M3,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	100.78 s	: 	: 	: 	: 	: 	: 	0 s	: 	: 
A,BAL,FOR,THS_M3,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FOR,THS_M3,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	139131.49 s	: 	: 	: 	: 	: 	: 	0 s	: 	: 
A,BAL,FOR,THS_M3,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	1 	0 s	0 s	0 s	3103.13 s	-1 	1 	0 	: 	: 
A,BAL,FOR,THS_M3,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FOR,THS_M3,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FOR,THS_M3,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FOR,THS_M3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	-21471.95 s	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-11687.08 s	: 	: 
A,BAL,FOR,THS_M3,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FOR,THS_M3,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	370001.73 s	-6543.09 s	16268.03 s	-9268.64 s	-4738.83 s	-45686.05 s	-2963.13 s	-3002.42 s	-3930.3 s	0 s	: 	: 
A,BAL,FOR,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	5831.54 s	: 	: 	: 	: 	0 	: 	0 s	0 	: 
A,BAL,FOR,THS_M3,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FOR,THS_M3,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-1062.37 s	: 	: 	: 	: 	: 	: 	0 s	: 	: 
A,BAL,FOR,THS_M3,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FOR,THS_M3,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-3650.28 s	: 	: 	: 	0 s	0 s	0 s	-1906.42 	: 	: 
A,BAL,FOR,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-469.5 s	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,BAL,FOR,THS_M3,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FOR,THS_M3,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-1813.36 s	: 	: 	0 s	0 s	0 s	: 	: 
A,BAL,FOR,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	966 	-267.8 	: 	: 
A,BAL,FOR,THS_M3,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-19510.44 s	2657.1 	5568.4 	7929.7 	5409.5 	1932.8 	-14544.2 	-12346.2 	-14578.4 	: 
A,BAL,FOR,THS_M3,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FOR,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	182522.29 s	: 	-2512.8 	: 	: 	: 	2414.25 	: 	: 	1308.4 	-3110.58 	7125.15 	-0.06 	: 
A,BAL,FOR,THS_M3,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,BAL,FOR,THS_M3,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	-57728.23 s	: 	: 	: 	: 	: 	: 	: 	: 	0 s	: 	: 
A,BAL,FOR,THS_M3,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	4151.63 s	: 	: 	: 	: 	-8 	-1282 	-2590 	-875 	: 
A,BAL,OLWTC_AWS,MIO_EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.11 	0.13 	0.12 	0.12 	0.12 	-0.06 	-0.06 	-0.07 	0.13 	0.12 	0.12 	-0.53 	-0.56 	-0.52 	-0.51 	-0.53 	-0.9 
A,BAL,OLWTC_AWS,MIO_EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 
A,BAL,OLWTC_AWS,MIO_EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.4 	0.6 	: 	: 	: 	1 	: 	-19.1 	: 	: 
A,BAL,OLWTC_AWS,MIO_NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.11 	0.13 	0.12 	0.12 	0.12 	-0.06 	-0.06 	-0.07 	0.13 	0.12 	0.12 	-0.53 	-0.56 	-0.52 	-0.51 	-0.53 	-0.9 
A,BAL,OLWTC_AWS,MIO_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 
A,BAL,OLWTC_AWS,MIO_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6.19 	2.67 	: 	: 	: 	4.64 	: 	-92.43 	: 	: 
A,BAL,OLWTC_AWS,THS_M3,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.11 	9.11 	9.11 	9.11 	9.11 	-3.04 	-3.04 	-3.04 	5.98 	5.98 	5.98 	-26.36 	-26.36 	-26.36 	-26.36 	-26.36 	-26.36 
A,BAL,OLWTC_AWS,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,BAL,OLWTC_AWS,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,BAL,OLWTC_AWS,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-72.8 	26.47 	: 	: 	: 	28.3 	: 	-563.58 	: 	: 
A,BAL,OWL,MIO_EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,BAL,OWL,MIO_EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,BAL,OWL,MIO_EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	-3.76 	: 	: 	: 
A,BAL,OWL,MIO_EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.16 	-0.29 	: 	-0.52 	: 	: 	: 	0.16 	: 	-0.71 	: 	: 
A,BAL,OWL,MIO_NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,BAL,OWL,MIO_NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,BAL,OWL,MIO_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	-37 	: 	: 	: 
A,BAL,OWL,MIO_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-4.91 	-1.29 	: 	-2.32 	: 	: 	: 	0.73 	: 	-3.45 	: 	: 
A,BAL,OWL,THS_M3,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74.62 	74.68 	74.68 	71.89 	71.89 	71.92 	71.92 	71.92 	71.92 	71.92 	51.51 	51.51 	51.51 	51.51 	90.47 	64.5 	64.5 
A,BAL,OWL,THS_M3,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 
A,BAL,OWL,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,BAL,OWL,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-154 	69 	: 	: 
A,BAL,OWL,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-22.99 	: 	: 	: 	-4.44 	: 	-21.83 	-0.03 	: 
A,BAL,OWL_AWS,MIO_EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,BAL,OWL_AWS,MIO_EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 
A,BAL,OWL_AWS,MIO_EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.03 	0 	: 
A,BAL,OWL_AWS,MIO_NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,BAL,OWL_AWS,MIO_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 
A,BAL,OWL_AWS,MIO_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.15 	-0.01 	: 
A,BAL,OWL_AWS,THS_M3,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.12 	10.12 	10.12 	7.35 	7.35 	7.35 	7.35 	7.35 	7.35 	7.35 	7.35 	7.35 	7.35 	7.35 	7.35 	7.35 	7.35 
A,BAL,OWL_AWS,THS_M3,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 
