freq,treespec,prod_wd,stk_flow,unit,geo\TIME_PERIOD	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,TOTAL,SN,IMP,THS_M3,CY	109 	90.22 	98 	94.9 	95 	95 	95 	95.05 	66.8 	77.28 	84.48 	183.09 	120.91 	134.78 	120.31 	157.5 	115.61 	63.26 	73.64 	56.05 	35.13 	28.98 	33.16 	33.38 	39.76 	41.14 	42.34 	48.48 	35.45 	37.16 	43.13 
A,TOTAL,SN,IMP,THS_M3,CZ	20 	103 	367 	250 	262.9 	207 	250 	260 	336 	336 	381 	369 	406 	535 	507 	557 	554 	967.32 	1035 	1030 	680 	579 	746 	725 	748.19 	834.22 	977.77 	890.29 	: 	: 	: 
A,TOTAL,SN,IMP,THS_M3,DE	5361 	5158 	5999 	5296 	5043 	6142 	6086 	4514 	6344 	4989 	5211 	4931 	5162 	4878 	5307.01 	7116 	6303 	3870.37 	4384.5 	4578.39 	4381.02 	4502.72 	4622.39 	4814.23 	5167.71 	5235.82 	5553.89 	5280.87 	5450.95 	5819.32 	4182.69 
A,TOTAL,SN,IMP,THS_M3,DK	1737 	1732 	2332 	1927 	1864 	2255 	3051 e	2742 e	2925 e	2659 	2679.27 	2301.68 	2350.62 e	2200.55 e	2650.86 	2298.2 	1775.44 	1246.52 	2031.76 	2008.37 	1375.17 	2099.62 	2044.91 	2105.9 	1594.64 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_M3,EE	0.17 	33.2 	32.7 	49.2 	34.4 	74.1 	105.3 	137.29 	199.35 	214.99 	236.09 	363.45 	499.03 	627.21 	752.78 	824.37 	539.87 	499.07 	641.97 	716.5 	803.72 	864.04 	981.96 	1066.06 	1158.47 	1331.17 	1437.68 	1330.04 	1509.28 	1875.71 	1355.05 
A,TOTAL,SN,IMP,THS_M3,EL	546.82 	360.16 	395.14 	395 	395 	395 	411.1 	779.8 	757.61 	762.93 e	838.23 e	1001.64 	918.25 	874.15 	897.95 	928.39 	20390.93 	18481.58 	14336.83 	11728.27 	6503.63 	6489.95 	1597.03 	5095.54 	5095.54 p	5095.54 p	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_M3,ES	1963 	1556.9 	1564.6 	1838.6 	1658.1 	2172.58 	2725.05 	2842.49 	3164.65 	3214 	3174 	3496 	3326 	3391 	3373 	4015.38 	2445.97 	1508.79 	1324.4 	1103.44 	1519.79 	828.02 	1016.69 	1017.77 	1106.9 	1121.41 	1309.5 	1129.75 	983.71 	1182.02 	1341.19 
A,TOTAL,SN,IMP,THS_M3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35071.07 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_M3,FI	122 	158 	218 	236 	152 	243 	220.6 	289.26 	341.4 	279.98 	257.43 	338.21 	404.09 	511.41 	578.21 	626.49 	468.36 	521.29 	627.3 	492.94 	456.73 	354.67 	352.07 	427.26 	487.54 	565.2 	609.37 	593.35 	600.1 	577.9 	333.76 p
A,TOTAL,SN,IMP,THS_M3,FR	1973 	1815 	2125 	2349 	2441 	2577 	2853.3 	3165.61 e	3341.06 	3327.79 	3301.92 	3525.53 	3829.06 	4023.1 	3995.21 	4630.43 e	4030.9 e	3530.2 e	3834.09 e	3398.54 p	2729.31 	2567.6 	2508.97 	2440.14 	2620.57 	2719.61 	2806.48 	2819.14 	2714.45 	3121.8 e	2625.64 e
A,TOTAL,SN,IMP,THS_M3,HR	63.72 	76.78 	95.5 	95.3 	58.5 	52.8 	76.9 	77.6 	238.8 	327.65 	475 	561 	338 	309 	371 	421 	424 e	258 e	239 e	224 e	156 	154.55 	297.95 	414.51 	376 	442.21 	481.72 	506.13 	454.68 	483.84 	447.16 
A,TOTAL,SN,IMP,THS_M3,HU	606.6 	634.9 	826.2 	809.7 	825 	698 	722.4 	852.1 	1139.3 	1049 	1227 	1121 	1138 	985 	852 	791 	374.3 	524.34 	461.35 	497.24 	403.77 	458.83 	502.31 	625.4 	718.27 	688.27 	796.3 	906.17 	844.9 	858.44 	: 
A,TOTAL,SN,IMP,THS_M3,IE	395.1 	322.9 	436 	405 	286 	464 	590 	570 	646 	663.38 	885.36 	849.28 	704.21 	955.28 	995.27 	724 	411.89 	232.41 	242.03 	200.8 	144.76 	134.27 	204.62 	236.26 	240.98 	269.27 	340.3 	475.01 	421.28 	414.34 	312.81 
A,TOTAL,SN,IMP,THS_M3,IS	85.45 	90.95 	70.88 	71.9 	71 	71 	71 	: 	94 	71 	70.44 	82.28 	97.06 	113.34 	94.96 	106.3 	85.89 	: 	54.06 	69.5 	4740.61 	: 	: 	: 	: 	73 	61 	55 	45 	43.5 	39.7 
A,TOTAL,SN,IMP,THS_M3,IT	6149.4 	5980.27 	6578 	6406 	6251 	6937 	7295 	7605 	8380 	7785 	7935.71 	7424.1 	7660.76 	7727.33 	7862.76 	8031 	6733 	5567 	6134 	5981 	5203.91 	4653.7 	4688.99 	4630.93 	5166.8 	5203.62 	4811.41 	5701.38 	4050.69 	5079.07 	6061.63 
A,TOTAL,SN,IMP,THS_M3,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_M3,LT	0 	10.24 	17.7 	28.3 	46.5 	146.2 	211.2 	254.81 	279.41 	252.16 	306.6 	342 	511.21 	658.23 	537.71 	514.53 	299.96 	213.96 	291.27 	323.28 	348.05 	380.62 	516.74 	605.06 	751.25 	878.89 	1080.2 	1251.01 	1337.49 	1453.95 	: 
A,TOTAL,SN,IMP,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	73.96 	63.86 	70.22 	50.78 	53.71 	64.22 	58.08 	119.64 	148.44 	138.57 	115.59 	125.81 e	133.81 	329.87 	1242.36 	: 	: 	48 	: 	: 	: 	67.8 	39.77 	106.82 
A,TOTAL,SN,IMP,THS_M3,LV	5.13 	4.43 	8.2 	8 	8 	25.2 	33.7 	125 	135.45 	104.75 	157.92 	385.07 	688.04 	616.03 	481.1 	601.9 	231.58 	112.52 	201.2 	178 	227.51 	268.06 	470.25 	591.15 	808.84 	977.45 	1246.4 	1145.73 	1153.28 	1545.18 	882.56 
A,TOTAL,SN,IMP,THS_M3,MT	24.07 	17.4 	22 	22 	22 	22 	22 	22 	22 	19.33 	18.5 	22.2 	26.79 	22.46 	19.34 	19.86 	21.25 	15.1 	15.32 	14.42 	12.42 	122.2 	12.87 	13.75 	14.32 	14.05 	12.73 	13.57 	: 	: 	: 
A,TOTAL,SN,IMP,THS_M3,NL	3300.11 	3589 	3771 	3277 	3329 	3438 	3541 	3606 	3705 	3294.2 	3021.8 	3163.4 	3174.8 	3099.5 	3398.8 	3434.3 	3100.5 	2574.8 	2750 	2710 	2556.9 	2363 	2473.3 	2757.1 	2896.5 	3163.7 	3515.1 	3355 	3480.7 	3750.7 	: 
A,TOTAL,SN,IMP,THS_M3,NO	453.4 	531.2 	780.9 	683.9 	872 	1030 	973 	839 	945 	985 	931 	813.78 	876.65 	1042.03 	1035.44 	1172.61 	935.68 	910.61 	947.96 	1002.57 	1063.37 	1055.39 	1009.46 	1019.74 	1019.64 	1035.03 	960.74 	994.17 	1043.24 	1107.99 	864.97 
A,TOTAL,SN,IMP,THS_M3,PL	25.57 	22.48 	35 	134.7 	220.8 	199.4 	235.1 	307.5 	378.5 	458.3 	495.8 	423.9 	530.2 	668.6 	540.8 	804.77 	917.7 	651.49 	714.72 	897.33 	745.7 	668.72 	818.05 	953.1 	982.79 	1084.18 	1269.42 	1373.33 	1486.56 	1550.96 	1485.64 
A,TOTAL,SN,IMP,THS_M3,PT	194.43 	136.99 	131 	153 	162 	190 	230.4 	272.7 	297.23 	252 	262 	263 	280 	333 	258 	302 	202.77 	129.18 	208.38 	154.35 	146.64 	126.12 	145.76 	312.66 	435.46 	681.89 	641.65 	619.41 	471.73 	354.51 	418.2 
A,TOTAL,SN,IMP,THS_M3,RO	20.41 	6.23 	10.7 	2.2 	2.2 	4.1 	3 	4.5 	7.5 	13 	11 	15 	21 	29 	48 	47 	48.95 	48.03 	42.9 	53.19 	47.32 	103.81 	80.2 	142.16 	334.59 	383.47 	547.34 	448.77 	419.79 	320.57 p	332.87 p
A,TOTAL,SN,IMP,THS_M3,SE	166 	177 	248 	294 	208 	214 	259.4 	232 	348 	299 	375.7 	381 	336.25 	348 	383.78 	409 	380.6 	356.52 	422.26 	400.96 	402.91 	424.22 	436.7 	438.08 	471.97 	542.25 	509.53 	535.73 	647.64 	564.61 	670.78 
A,TOTAL,SN,IMP,THS_M3,SI	128.29 	114.08 	121 	105 	108.2 	129.5 	130 	170.76 	197.5 	165.43 	186.75 	204.25 	224.17 	214.72 	223 	982.18 	938.9 	1013.17 	959.09 	821.02 	: 	1087.03 	887.92 	926.46 	744.42 	628.12 	841.75 	851.66 	754.8 	661.74 	608.66 
A,TOTAL,SN,IMP,THS_M3,SK	0 	3.13 	11.6 	16.4 	7.5 	21.4 	29.25 	27.95 	55 	1033 	48 	51 	41 	38 	72 	257 	143.48 	75.16 	295 	181.44 	220.95 	230.77 	321.09 	220.12 	332.54 	264.91 	330.1 	424.02 	536.37 	376.26 	535.37 
A,TOTAL,SN,IMP,THS_M3,UK	7551.6 	6956.3 	8684.4 	5532.5 	5951.9 	7127 	6994.3 	7014.39 	7852.5 	7801.1 	8200.92 	8714.01 	8652.98 	8222.7 	7962.65 	8468.83 	5886 	5239.58 	5699.07 	4936.35 	5178.71 	5487.75 	6424.53 	6322.55 	6794 	7662.51 	7212.94 	7039.99 	7217.79 	8158.98 	: 
A,TOTAL,SN,IMP,THS_NAC,AT	184789.52 	158115.85 	194813.81 	222209.44 	233346.35 	269000.96 	212393.89 	261128.5 	435464 	258323 	266185 	270502 	292777 	312995 	415251 	422547 	379898 	348367 	404292 	456244 	461163 	452645 	435464 	456403 	501737 	499644.54 	549742.35 	512940.94 	492358.58 	697948.4 	748526.15 p
A,TOTAL,SN,IMP,THS_NAC,BE	: 	: 	: 	: 	: 	: 	: 	485859 	577077.69 	510302.71 	489992.61 	501871.82 	513265.92 	539506 	543501.98 e	728424.63 	593985.43 	458687.26 	532572.35 	598958.55 	548204.54 	519220.09 	168561.46 	165140.46 	188795.47 	597489.02 	622067.17 	569192.72 	610100.99 	960292.44 	814368.35 
A,TOTAL,SN,IMP,THS_NAC,BG	57.4 	65.16 	15 	21 	54 	504 	528 	1867.6 	12380.32 	3494.54 	3904.16 	3247.21 	10200.81 	14045.27 	15173 	20526.24 	22423.36 	9699.82 	9548.34 	9559.31 	15011.16 	12812.07 	12380.32 	16094.75 	18276.84 	18767.59 	24087.31 	33292.26 	29954.76 	37858.55 	59650.33 
A,TOTAL,SN,IMP,THS_NAC,CH	262334.56 	276130.24 	316196.25 	316310.73 	267742.01 	271863.74 	271549.41 	216823.67 	216500 	258809.48 	221703.31 	192558.6 	203318.46 	218244.03 	221703.31 	267700 	271200 	249700 	270500 	247200 	224900 	219500 	216500 	182500 	195000 	192300 	197600 	182700 	177200 	219700 	219700 e
A,TOTAL,SN,IMP,THS_NAC,CY	18419.83 	16945.05 	19842.83 	3062.41 	3198.52 	9062.42 	9254.33 	: 	12106.73 	21240.68 	22247.78 	29508.79 	32321.8 	32616.74 	33095.59 	50499.42 	35358.6 	20302.38 	22546.94 	18606.96 	13099.17 	10399.88 	12106.73 	10616.79 	11559.51 	13964.36 	14697.53 	16612.77 	12055.49 	15677.76 	24764.67 
A,TOTAL,SN,IMP,THS_NAC,CZ	127305 	319600.6 	347408.93 	320072.4 	1027683.24 	1515260 	1915301.52 	1691050.32 	3678376 	1828240.44 	1859056.76 	2169000 	2450000 	2930000 	2679795 	2959043 	2856607 	2927824 	2829791 	2772334 	2953799 	2994456 	3678376 	3591602 	4008534 	3976447 	4350117 	3860746 	: 	: 	: 
A,TOTAL,SN,IMP,THS_NAC,DE	1403690.86 	1056661.37 	1283575.84 	1126286.03 	957873.97 	1142841.32 	1162765.23 	1272609.63 	1102176 	1065722 	1337639 	1003995 	1032599 	1033659 	1157592 	1238781 	1043115 	836313 	1015234 	1101782 	1038435 	1065699 	1102176 	1133140 	1216556 	1233225 	1341766 	1224150 	1239887 	1939756 	1598111 
A,TOTAL,SN,IMP,THS_NAC,DK	2724105.47 	2406644.01 	3681867.97 	3336754.77 	2725102.36 	3104096.2 	3790903.84 	3709000 	321438.83 	3731000 	3612291.48 	3701143.48 	3609812.55 	3548274.3 	4806310.69 	4681738.89 	3116292.72 	2137459.86 	2383142.93 	2393604.83 	2127412.21 	2184186.71 	321438.83 	2341359.51 	2394596.32 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_NAC,EE	109.9 	854.21 	2158.55 	3678.25 	2375.77 	9531.82 	11066.14 	10691.05 	204293.19 	24969.68 	29901.86 	44745.41 	63050 	81176.4 	105152.48 	156317.61 	102105.67 	80539.61 	122501.19 	145768.52 	159646.33 	173716.85 	204293.19 	208400.18 	224984.62 	267862.03 	309092.1 	281836.61 	300519.91 	567743.9 	485225.72 
A,TOTAL,SN,IMP,THS_NAC,EL	84164.34 	49585.95 	65001.23 	62088.4 	64495.98 	73162.72 	130109.36 	133863.27 	56884.71 	152762.98 	241359.2 	186590.04 	175816.29 	171063.4 	192030.07 	235000.01 	169534.53 	103276.8 	86123 	61181.63 	49864.05 	47524.66 	56884.71 	59827.27 	59827.27 p	59827.27 p	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_NAC,ES	351950.04 	300585.27 	371957.95 	460129.13 	452338.93 	606746.14 	620529.42 	632456.65 	212540.83 	791742 	769902 	820767 	795456 	817734 	789249 	925953.6 	530044 	319656.12 	304047.59 	: 	196039.55 	182035.84 	212540.83 	59343.55 	275062.7 	267931.74 	287617.51 	287767.31 	240350.87 	372452.27 	470959.76 
A,TOTAL,SN,IMP,THS_NAC,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49793905.89 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_NAC,FI	28271.63 	40560.45 	48143.52 	45589.19 	41801.19 	63752.89 	61078.07 	67124.14 	75160.71 	76184.8 	65470.3 	76264.8 	82565.3 	103047.1 	117541.4 	156409.5 	108334.18 	85472.99 	118100.72 	102089.42 	89322.68 	71641.7 	75160.71 	79265.59 	86711.96 	106230.67 	121470.73 	115899.18 	114244.43 	160397.53 	118555.54 p
A,TOTAL,SN,IMP,THS_NAC,FR	536754.29 	449807.35 	581478.89 	573732.14 	511585.53 	642433.91 	706652.86 	706228.46 	762115.72 	808551 	776442 	806560 	872370 	955110 	1042515 	1231824 	1049220 	820163 	934859 	892571 p	804088.76 	755870.53 	762115.72 	738513.54 	765638.2 	803197.17 	863361.99 	1487212 	1395455.2 	2211975.06 e	2098733.2 e
A,TOTAL,SN,IMP,THS_NAC,HR	439.07 	6824.06 	10353.73 	13167.85 	3220.02 	6173.27 	6363.79 	5867.67 	62100.84 	39823.24 	44098.95 	53953.03 	52924.17 	48101.36 	52075.63 	55289.06 	58860.31 	53312.7 	39141.59 	39269.51 	5119.12 	30894.95 	62118.4 	84194.42 	80436.53 	100800.69 	114041.19 	107769.66 	91879.11 	113178.7 	151322.57 
A,TOTAL,SN,IMP,THS_NAC,HU	5165055.06 	5857871.53 	9844027.6 	14526094.4 	12100565.5 	15101971.5 	19609918.05 	24061713.3 	26897416.6 	32297000.36 	35943418.75 	37975000 	37815000 	31675000 	33404000 	34452000 	25715799.91 	20871376.13 	22340910.3 	24650050.94 	21125677.47 	22367773.56 	26849036.63 	32727145.6 	34882837.9 	35455277.09 	42236539.8 	44793028.67 	49741033.38 	81500407.45 	: 
A,TOTAL,SN,IMP,THS_NAC,IE	87339.06 	74226.48 	117329.37 	105491.41 	80116.92 	146274.73 	151039.75 	158330 	74055 	180682.43 	169287.65 	211408.87 	207143.72 	246298 	238584 	251200 	140909 	66494 	73819 	63703 	54397 	51349 	74055 	86784 	86754 	97053 	122865 	131198 	112656 	165625 	151080 
A,TOTAL,SN,IMP,THS_NAC,IS	1145969.05 	1158651.25 	1150025.83 	1060943.88 	1090600 	1162830.52 	1163716.12 	: 	1759586 	1503320 	1504993 	1726056 	2041016 	2195299.1 	2448865 	3302656.1 	2873532.65 	: 	2551.11 	21858.52 	20316.61 	: 	: 	: 	: 	2858395 	3353154 	3280704 	4109549 	6245495 	5865616 
A,TOTAL,SN,IMP,THS_NAC,IT	1160951.64 	1270301.25 	1464817.39 	1660671.2 	1365830.33 	1525187.81 	1554839.02 	1646847.81 	1049996.21 	1621444 	1654454.42 	1583861 	1591978 	1535599 	1737435.59 	1913317 	1344285 	1041545 	1299851 	1302698 	1037774.42 	984976.86 	1049996.21 	1057144.01 	1073843.88 	1115644.46 	1130865.64 	1016793.4 	893829.43 	1536392.45 	2209526.17 
A,TOTAL,SN,IMP,THS_NAC,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_NAC,LT	6.19 	114.38 	1335.97 	2439.76 	4918.91 	17378.36 	24546.98 	27529.43 	119849.13 	36223.59 	48333.47 	53921.46 	74030.25 	100929.23 	93429.03 	104954.49 	72176.54 	39044.25 	57229.4 	73931.85 	83328.3 	316131.24 	119849.13 	137240.08 	164752.56 	183237.24 	214072.04 	224182.31 	231060.48 	394853.81 	: 
A,TOTAL,SN,IMP,THS_NAC,LU	: 	: 	: 	: 	: 	: 	: 	13501.02 	13299.9 	13757 	11488 	11953.67 	14792.1 	13205.45 	23508.37 	22800.24 	22262.7 	18424.41 	20126.78 	20424.08 	20265.59 	24171.58 	: 	: 	23.33 	: 	: 	: 	20.6 	32170.66 	35505.66 
A,TOTAL,SN,IMP,THS_NAC,LV	33.86 	289.81 	458.96 	434.37 	543.89 	4580.22 	3653.48 	7766.16 	80137.64 	9786.31 	16498.5 	41509.17 	77222.26 	76280.87 	65017.09 	102267.65 	39426.43 	17010.18 	31829.87 	30449.6 	39289.82 	46395.55 	80137.64 	89094.88 	112509.44 	142680.79 	191236.79 	165740.48 	170086.54 	388373.91 	256427.65 
A,TOTAL,SN,IMP,THS_NAC,MT	6868.86 	4801.12 	7488.47 	6897.27 	7781.97 	8966.46 	8966.46 	: 	5379.65 	8592.34 	7620.29 	8549.76 	8803.63 	9719.75 	8771.48 	8408.76 	8804.85 	5720.95 	6618.03 	5900.5 	5285.4 	5104.6 	5379.65 	5649.56 	6742.39 	6398.46 	5037.73 	5457.88 	: 	: 	: 
A,TOTAL,SN,IMP,THS_NAC,NL	751677.28 	787185.04 	904338.59 	751213.22 	735957 	851800.71 	769304.78 	814210.13 	646538 	746004 	715779 	706861 	719060 	731125 	886555 	1021974 	875646 	614655 	703958 	742730 	665240 	605526.99 	646538 	692966 	708322 	791231 	918735 	848449 	852563 	1374056 	: 
A,TOTAL,SN,IMP,THS_NAC,NO	943218.17 	998378.2 	1651000.86 	1560983.42 	1855610.34 	2174921.96 	1982272.06 	1760336 	2429193 	1999699 	1806925 	1744692 	1874004 	2131496 	2216134 	2964794 	2215791 	1862357 	2156033 	2109187 	2238245 	2175881 	2429193 	2597431 	2758110 	2899315 	2826382 	3022591 	3284684 	5342784 	4347414 
A,TOTAL,SN,IMP,THS_NAC,PL	8316.4 	16335.25 	16344 	58806 	123390 	140384 	171912 	216365 	936083.62 	294071 	345168 	352970 	457393 	541047 	604048 	819976.97 	793243.62 	655408.93 	685312.59 	937388.01 	825528.29 	809925.55 	936083.62 	983502.57 	1048617.68 	1122721.89 	1227234.92 	1175796.71 	1455362.92 	2229184.78 	2593953.98 
A,TOTAL,SN,IMP,THS_NAC,PT	47867.65 	49299.05 	30022.18 	70594.32 	75983.34 	86369.68 	97034.13 	115406.9 	64522.35 	109770 	113623 	106026 	125137 	130689 	127649 	158298 	119577.87 	70266.05 	98272.08 	72560.8 	62369.88 	55069.56 	64522.35 	73648.6 	79083.78 	80106.68 	88451.53 	91317.06 	82219 	97035.67 	110844.85 
A,TOTAL,SN,IMP,THS_NAC,RO	165.43 	186.52 	110.89 	227.73 	194 	1473.73 	1406.78 	2375.05 	129010.48 	10830.96 	13846.91 	16114.5 	29297.66 	31035.67 	45349.74 	51234 	39848.9 	74248.98 	69385.16 	70216.75 	95538.29 	137715.01 	129010.48 	175646.64 	339236.49 	410952.58 	575904.78 	499173.87 	435696.42 	508075.83 	643982.18 
A,TOTAL,SN,IMP,THS_NAC,SE	436851.31 	542147.03 	684915.79 	826674.66 	623828.64 	719970.13 	901805.11 	642000 	1162555 	988239 	1093936 	1138000 	1220659 	1362000 	1518927 	1737000 	1259280 	1025773 	1215040 	: 	1034423 	1040408 	1162555 	1188715 	1262997 	1427063 	1556180 	1470669 	1731605 	2232846 	2578080 
A,TOTAL,SN,IMP,THS_NAC,SI	11405.15 	14059.07 	15833 	21233.08 	21647.7 	24718.43 	24377.34 	32663.08 	155480.78 	38076.77 	46906.46 	51915.95 	57951.8 	58517.42 	59858.45 	176927.34 	144641.58 	141660.33 	147901.17 	133816.97 	165034.58 	181430.36 	155480.78 	161066.86 	126296.61 	117149.82 	157978.6 	149551.34 	126285.2 	153741.44 	164754.64 
A,TOTAL,SN,IMP,THS_NAC,SK	: 	693.51 	2878.82 	4074.34 	1569.33 	3615.77 	5269.22 	7441.94 	66058.85 	186457.27 	16734.17 	16637.89 	15598.39 	23616.31 	33595.27 	60842.98 	38468.24 	36373.58 	78852.12 	58013.44 	100446.08 	83613.69 	66058.85 	44519.89 	69172.42 	75767.08 	84136.53 	75391.22 	67305.22 	111177.43 	148453.72 
A,TOTAL,SN,IMP,THS_NAC,UK	978871.73 	1095481.75 	1305547.15 	1068949.76 	1085782.85 	1211898.62 	1015910.81 	1000873.74 	1420497.62 	1057183.96 	1107077.88 	1225332.81 	1189595.44 	1120198.74 	1143986.12 	1516092.39 	1085076.41 	952523.17 	1198629.93 	1080071.19 	1084201.4 	1179997.19 	1420497.62 	1310760.94 	1423088 	1635589.61 	1742976.79 	1598191.22 	1586590.6 	2668424.36 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,AT	: 	: 	: 	: 	: 	: 	136100.47 	167821 	197728 	170133 	170156 	175236 	79799 	85113 	83611 	82409 	75948 	54978 	69900 	64641 	60765 	38670 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,BE	: 	: 	: 	: 	: 	: 	: 	297608 	404322 	307912.75 	291039.9 	289033 	244566.89 	253451.98 	277076.23 	295222.79 	222427.12 	156308.9 	209675.7 	261073.03 	230242.26 	198658.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	3141.06 	: 	: 	: 	: 	: 	5127.31 	: 	4986.22 	2577.74 	1860.26 	2108.27 	2428.5 	2128.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	11416.34 	13023.99 	12453.88 	8804.78 	12061.01 	13657.14 	10699.82 	15005.16 	10405.97 	5667.24 	4542.23 	3459.97 	3429.09 	1453.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	39816.62 	42143.55 	22933.32 	21805.09 	6878.92 	22488.58 	17363.34 	22292.87 	30506.51 	21830.17 	18888.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,DE	: 	: 	: 	: 	: 	: 	: 	683814 	337324 	611022 	600935 	597992 	372335 	370987 	425873 	476938 	369994 	296764 	346329 	373085 	341867 	311762 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,DK	: 	: 	: 	: 	: 	: 	0.13 	100867.46 	118999.7 	122113.23 	108298.62 	103748.71 	67804.82 	67898.23 	119045.18 	82308.97 	52114.25 	38233.35 	41840.1 	40818.03 	39505.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	114114.82 	: 	: 	29965.36 	44814.18 	59913.91 	75495.06 	114079.77 	60366.37 	50215.27 	73858.29 	88029.93 	96818.72 	100965.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,EL	: 	: 	: 	: 	: 	: 	: 	74904.96 	114604.68 	120565.05 	145231 	134145.03 	118733.57 	104487.43 	100010.4 	81669.89 	67186.13 	38670.74 	29057.37 	17249.37 	12420.66 	10950.28 	14631.62 	15023.35 	15023.35 p	15023.35 p	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,ES	: 	: 	: 	: 	: 	: 	395196.09 e	431273 	73395.89 	521342 	468313 	440291 	443817 	427436.2 	397549.57 	416129.73 	267821.29 	129315.26 	114424.34 	99217.05 	65489.2 	58069.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,FI	: 	: 	: 	: 	: 	: 	1.99 	53202.38 	49349.26 	62208 	57168.4 	69621.6 	51985.8 	70009.6 	80047 	98072.2 	73476.09 	59289.37 	88886.55 	71275.86 	57773.86 	47150.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,FR	: 	: 	: 	: 	: 	: 	361715.96 	324725 	442856 	421123 	359385 	360676 	341377 	357386 	360435 	416507 	322318 	232554 	264068 	231565 	220448.7 	213003.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	16322.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14050.19 	14775.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,HU	: 	: 	: 	: 	: 	: 	: 	85308.17 	114322.62 	41356.23 	6216.25 	: 	89569.26 	66276.96 	61072.43 	56482.99 	35743.06 	27864.2 	28615.52 	32343.3 	27187.64 	23884.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,IE	: 	: 	: 	: 	: 	: 	69896.03 e	65145.9 	83212 	83681.29 	72512.67 	89884.26 	63125.8 	75970.01 	66563.83 	85831 	46797 	26064 	35899 	20698 	20937 	16709 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP_XEU,THS_EUR,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27904.11 	37688.65 	19978.67 	: 	15.76 	15.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
