freq,treespec,prod_wd,stk_flow,unit,geo\TIME_PERIOD	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,CONIF,PN_PY,EXP,THS_NAC,IE	: 	: 	: 	: 	761.88 e	1534.44 e	1313.47 	361.87 	587 	479.92 	181.36 	148.37 	594.3 	98 	356 	0 	1 	14 	47 	15 	140 	9 	1 	71 	10 	6 	5 	1 	: 	52 	1350 
A,CONIF,PN_PY,EXP,THS_NAC,IS	: 	: 	: 	: 	55594 e	59275.99 e	59321.14 e	: 	0 	0 	60 	: 	466 	8944 	5340 	0 	0 	: 	0 	6.58 	7.01 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,CONIF,PN_PY,EXP,THS_NAC,IT	: 	: 	: 	: 	14901.42 e	104638.09 e	106704.64 e	45927.07 	44324.27 	48395 	47559.58 	45740.26 	40010.26 	38389 	61486 	26252.41 	24060.61 	19248.49 	46371 	44527 	36353.08 	28019.57 	40341.73 	48484.47 	48108.95 	41638.14 	43963.08 	42242.1 	37023.69 	56202.91 	127774.38 
A,CONIF,PN_PY,EXP,THS_NAC,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP,THS_NAC,LT	: 	: 	: 	: 	10315.11 e	6904.54 e	28.99 	0.44 	0 	0 	0 	0 	0 	1668.69 	2111.13 	1662.03 	1823.48 	351.18 	1945.62 	1455.49 	607.66 	1572.91 	349.16 	971.39 	1040.02 	2145.45 	2064.2 	1479.1 	1724.03 	1921.24 	: 
A,CONIF,PN_PY,EXP,THS_NAC,LU	: 	: 	: 	: 	: 	: 	: 	41.6 	60.4 	56 	53 	97.75 	61.28 	56.59 	1302.29 	0.59 	13.37 	1.15 	148.29 	41.44 	29.96 	8.5 	: 	: 	0.01 	: 	: 	: 	0 	16.94 	26 
A,CONIF,PN_PY,EXP,THS_NAC,LV	: 	: 	: 	: 	35173.82 e	40438.02 e	0 	898.26 	0 	369.63 	401.55 	406.06 	259.49 	128.95 	238.79 	693.59 	68.16 	237.45 	158.69 	913.24 e	1934.13 	1062.79 	783.75 	1011.96 	3895.59 	9413.04 	8249.81 	5306.12 	6340.45 	9619.02 	12562.94 
A,CONIF,PN_PY,EXP,THS_NAC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.96 e	1.77 	0 	0 	2.02 	0.28 	0 	13.96 	0 	0.3 	0.02 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,CONIF,PN_PY,EXP,THS_NAC,NL	: 	: 	: 	: 	33431.73 e	38694.07 e	6796.83 	4807.84 	5447 	6677 	3106 	1943 	3546 	2936 	4560 	4334 	5810 	4221 	5479 	7281 	5787 	5219.39 	6159 	3614 	3101 	3326 	4718 	8515 	10124 	11646 	: 
A,CONIF,PN_PY,EXP,THS_NAC,NO	: 	: 	: 	: 	24767.27 e	22776.35 e	4389.97 	5724.78 	3938 	4847 	5654 	5831 	8704 	6169 	14394 	14083 	10618 	7830 	16976 	56130 	63867 	22051 	27080 	29736 	1442 	144147 	152977 	166146 	186178 	39825 	20072 
A,CONIF,PN_PY,EXP,THS_NAC,PL	: 	: 	: 	: 	36720 	53792 	57768 	70269 	68295 	65440 	65688 	80827 	95434 	101163 	114662 	205876.52 	142377.88 	116918.71 	133080.89 	163211.48 	116385.19 	123654.07 	136727.94 	144858.37 	208181.08 	294886.79 	364480.9 	366696.14 	398801.46 	503347.73 	640357.14 
A,CONIF,PN_PY,EXP,THS_NAC,PT	: 	: 	: 	: 	623.19 e	708.31 e	1668.92 	1296.52 	2279.96 	2893 	4603 	4259 	2763 	3128 	2469 	1687 	580.43 	1935.47 	2196.19 	3187.27 	23358.53 	375.83 	4784.4 	2439.59 	996.81 	618.31 	2015.52 	1345.72 	1818.43 	3655.37 	4710.81 
A,CONIF,PN_PY,EXP,THS_NAC,RO	: 	: 	: 	: 	6512.95 e	16271.22 e	7416.43 	12948.55 	26965.03 	46299.67 	70143.56 	87115.92 	135766.08 	120456.96 	37465 	6615 	6589.6 	6584.1 	9854.25 	8346.76 	40579.35 	35833.82 	45342.25 	42787.39 	38873.57 	3565.18 	306.35 	156513.21 	168933.77 	206379.2 	49599.6 
A,CONIF,PN_PY,EXP,THS_NAC,SE	: 	: 	: 	: 	285070.36 e	322314.52 e	220434.31 	150687.26 	146324.43 e	176484 e	174400 e	141600 	116800 e	116800 e	156519.09 	202623.44 	137484 	136172 	130546 	109186 	105198 	106324 	88049 	78779 	80255 	56745 	66125 	96502 	116061 	206606 	194612 
A,CONIF,PN_PY,EXP,THS_NAC,SI	: 	: 	: 	: 	9396.94 e	8476.93 e	420.11 	288.99 	709.87 	943.15 	1573.06 	2536.62 	6680.66 	17777.73 	42107.22 	46544.24 	29766.25 	29230.91 	27617.72 	25512.28 	20736.79 	19732.51 	22350.5 	26294.65 	31640.54 	35603.27 	44154.03 	43924.53 	44937.52 	61718.23 	62722.1 
A,CONIF,PN_PY,EXP,THS_NAC,SK	: 	: 	: 	: 	19031.47 e	8022.78 p	8302.42 	5957.98 	3997.94 	4287.29 	6113.4 	6732.36 	8867.89 	6423.85 	6432.68 	6491.59 	3549.38 	11991.34 	15580.5 	16549.17 	20428.91 	19318.14 	47464.79 	53795.43 	62018.19 	67493.37 	74615.16 	75089.45 	67165.51 	88918.94 	96.72 
A,CONIF,PN_PY,EXP,THS_NAC,UK	: 	: 	: 	: 	5126.38 e	6670.33 e	4941.86 	7531.06 	7739.09 	8903.43 	11718 	12535.19 	15403.83 	15340.01 	14150.7 	9559.95 	7171.42 	5708 	9886.94 	8464.6 	5387.22 	4969.18 	6959.39 	3985.52 	5573 	5335.65 	7894.34 	6306.92 	6324.44 	4808.05 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,AT	: 	: 	: 	: 	: 	: 	34734.26 	39755.7 	44096 	40818 	33815 	34516 	30878 	30495 	30205 	15714 	15777 	13150 	31838 	39460 	45919 	50356 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,BE	: 	: 	: 	: 	: 	: 	: 	361.68 	401 	1509.11 	510.99 	1026.23 	2005.84 	452.61 	52416 	35200 e	160.86 	28.38 	7134.33 	6871.71 	11574.53 	10628.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,BG	: 	: 	: 	: 	: 	: 	: 	126.69 	106.85 	7.24 	51.46 	136.39 	88.75 	140.24 	3530.01 	126.93 	367.51 	2609.96 	1411.57 	2198.76 	1542.85 	2594.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,CY	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	1.71 	: 	48.9 	30.84 	: 	13.58 	0 	30.47 	0 	0 	0 	5.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,CZ	: 	: 	: 	: 	: 	: 	: 	391.48 	523.92 	2203.46 	3049.79 	4929.98 	5644.23 	3794.24 	4234 	1908.81 	40.09 	4236.81 	4477.34 	5690.65 	6526.54 	6808.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,DE	: 	: 	: 	: 	: 	: 	: 	24078 	20329.56 e	18175.6 e	24703.23 e	25824.15 e	27498.4 e	32493.19 e	42183 	27183.87 	25885.91 	21620 	33121 	36336 	31004 	31588 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,DK	: 	: 	: 	: 	: 	: 	: 	2555.31 	3622.31 	3623.14 	4046.42 	4546.55 	5997.88 	3447.5 	3821.94 	2077.55 	5357.65 	5223.39 e	2588.98 e	2500.07 	2805.23 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,EE	: 	: 	: 	: 	: 	: 	: 	198.64 	35.08 	248.02 	204.72 	0 	744.95 	365.74 	387.36 	624.82 	317.84 	88.55 	125.67 	114.06 	110.88 	124.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,EL	: 	: 	: 	: 	: 	: 	: 	0 	206.76 	327.75 	78 	: 	750.42 	843.28 	803.94 	25.69 	154.88 	56.74 	51.07 	53.53 	29.52 	240.86 	309.17 	312.13 	312.13 p	312.13 p	: 	: 	143.15 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,ES	: 	: 	: 	: 	: 	: 	9571.08 e	5203.2 	1829.91 	4741.65 e	2447 	1723 	2278 	2523.14 	5140.25 	8556.02 	4682.1 	5107.16 	6989.63 	10200.17 	10895.37 	11802 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,FI	: 	: 	: 	: 	: 	: 	0.99 	22408.85 	25141.2 	28316 	32996.5 	39111 	35027 	32448.6 	42150.6 	27587.32 	22488.97 	12676.49 	23971.07 	27669.07 	32162.18 	35466.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,FR	: 	: 	: 	: 	: 	: 	7751.37 	6285.32 	1018 	7319 	3690 	3900 	5125 	5292 	4578.72 	4688.5 	4806.2 	5585.48 	4281.94 	2360 	4560.25 	4851.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1244.4 	1371.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,HU	: 	: 	: 	: 	: 	: 	: 	1138.13 	96.26 	: 	249.39 	25.97 	1736.47 	84.66 	703.85 	302.37 	109.78 	187.77 	84.98 	171.85 	131.33 	142.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,IE	: 	: 	: 	: 	: 	: 	40.07 e	3.58 	: 	54.99 	0 	0 	0 	0 	356 	0 	1 	12 	47 	15 	140 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	60.85 	0 	0 	: 	0 	4.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,IT	: 	: 	: 	: 	: 	: 	17707.56 	15365.2 	13225.4 	17347 	14967.6 	14334.92 	9343.86 	28735 	52603 	24822.39 	2066.01 	1652.81 	8322 	6819.82 	5250.28 	6710.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	119.92 	152.48 	105.06 	88.99 	2.99 	10.11 	111.17 	6.76 	1396.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 e	2 	1.08 	40.53 	1.75 	0 	0 	0 	0 	0 	15.3 	0.01 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,LV	: 	: 	: 	: 	: 	: 	: 	207.35 	: 	22.74 	0 	190.93 	31.7 	20.02 	12.77 	44.91 	46.21 	40.09 	141.67 	576.02 e	465.08 	551.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,MT	: 	: 	: 	: 	: 	: 	: 	0.24 	1.21 	0 	0 	0 	1.78 	0 	0 	2.02 	0.28 	0 	13.96 	0 	0.3 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,NL	: 	: 	: 	: 	: 	: 	1526.95 	155.19 	535 	345 	661 	479 	231 	122 	274 	219 	101 	61 	5479 	935 	859 	619 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	580.33 	684.96 	532.12 	322.07 	308.71 	543.41 	2039.84 	410.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,PL	: 	: 	: 	: 	: 	: 	: 	3251.81 	4709.94 	5689.46 	: 	: 	2676.06 	2540.89 	2977.23 	5571.18 	2747.2 	2628.55 	3168.39 	2278.94 	3849.76 	4554.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,PT	: 	: 	: 	: 	: 	: 	245.51 	181.93 	400 	433 	529 	813 	816 	315 	708 	1494 	561.35 	295.63 	2145.74 	2321.17 	696.44 	219.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,RO	: 	: 	: 	: 	: 	: 	: 	50.66 	5568.4 	8135.77 	8221.29 	5844.94 	7009.57 	1099.79 	10625.96 	1983.33 	144.08 	434.65 	472.87 	161.86 	478.79 	1327.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,SE	: 	: 	: 	: 	: 	: 	0 	436.59 	: 	: 	: 	: 	: 	: 	11.41 	4277.29 	4438.5 	3198.29 	339.83 	338.29 	2297.65 	1373.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,SI	: 	: 	: 	: 	: 	: 	: 	64.22 	82.33 	109.69 	137.25 	97.45 	: 	4664.52 	10970.81 	12547.94 	11438.02 	9639.38 	12877.1 	11759.42 	11829.59 	9358.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,SK	: 	: 	: 	: 	: 	: 	: 	0 	0 	21.75 	0 	4888.5 	0 	0 	809.61 	0 	100.02 	280 	0 	341.7 	1731.86 	1313.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_EUR,UK	: 	: 	: 	: 	: 	: 	2010.56 	2640.99 	2941.84 	2133.74 	2352.41 	2283.71 	1091.24 	2473.4 	1015.53 	248.63 	32.85 	254.97 	507.15 	249.71 	727.23 	256.94 	791.4 	400.58 	292.87 	287.59 	154.78 	208.44 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_M3,AT	: 	: 	: 	: 	: 	: 	72 	81.53 	83 	77 	64 	69 	61 	60 	58 	25.93 	29.72 	27.95 	59.42 	76.3 	85.93 	94.37 	99.67 	95.05 	95.2 	: 	: 	: 	: 	: 	87.09 p
A,CONIF,PN_PY,EXP_XEU,THS_M3,BE	: 	: 	: 	: 	: 	: 	: 	1.54 	1 	2.13 	0.91 	1.66 	7.99 	3.7 	156 	134 e	0.3 	0.05 e	7.69 e	7.4 	11.67 e	7.78 e	5.85 	11.59 	12.37 	13.93 	8.07 	7.09 	11.39 	14.94 	6.72 
A,CONIF,PN_PY,EXP_XEU,THS_M3,BG	: 	: 	: 	: 	: 	: 	: 	0.36 	0.32 	0.01 	0.12 	0.4 	26.15 	0.42 	10 	3.84 	2.18 	8.94 	3.92 	5.71 	3.67 	5.95 	8.16 	7.55 	5.74 	0.45 	0.02 	0 	0 	0 	0.36 
A,CONIF,PN_PY,EXP_XEU,THS_M3,CY	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0.01 	: 	0.09 	0.06 	: 	0.02 	0 	0.02 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.15 	0.04 	0.05 	0 
A,CONIF,PN_PY,EXP_XEU,THS_M3,CZ	: 	: 	: 	: 	: 	: 	: 	0.97 	1.62 	6.46 	5.16 	12 	13 	8 	9 	4 	0.08 	4 	7.54 	9.73 	11.58 	11.21 	20.46 	21.2 	51.68 	44.87 	0.16 	15.53 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_M3,DE	: 	: 	: 	: 	: 	: 	0 	59.26 	32.66 e	29.44 e	42.09 e	45.56 e	52.97 e	61.29 e	75 	46.82 	48.64 	41.6 	64.03 	64.99 	57.41 	58.54 	58.75 	61.45 	62.19 	70.11 	68.83 	69.58 	72.68 	74.35 	76.97 
A,CONIF,PN_PY,EXP_XEU,THS_M3,DK	: 	: 	: 	: 	: 	: 	: 	6 	8 	10 	10.86 	12.2 e	17.02 	11.97 	32.17 e	8.07 	17.13 	24.55 e	12.89 e	12.44 	12.18 e	: 	21.18 	20.22 	17.94 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_M3,EE	: 	: 	: 	: 	: 	: 	: 	0.36 	0.1 	0.66 	0.57 	0 	2.09 	0.83 	0.93 	1.45 	0.53 	0.23 	0.15 	0.19 	0.12 	0.16 	0.11 	0.17 	0.14 	0.17 	0.93 	0.6 	0.59 	0.41 	1.22 
A,CONIF,PN_PY,EXP_XEU,THS_M3,EL	: 	: 	: 	: 	: 	: 	: 	0 	0.4 	0.69 e	0.16 e	: 	1.49 	1.69 	1.35 	0.03 	0.15 	0.09 	0.16 e	2.37 	3.56 e	13.2 p	1.02 	0.66 	0.66 p	0.66 p	: 	: 	0.25 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_M3,ES	: 	: 	: 	: 	: 	: 	85 e	20.85 	3.85 e	9.98 e	3.5 	3 	3 	3.42 	6.23 	6.71 	3.47 	3.04 	6.74 	7.49 	10.22 	14.45 	11.94 	14.65 	13.78 	18.82 	18.96 	17.51 	9.72 	14.09 	10.81 
A,CONIF,PN_PY,EXP_XEU,THS_M3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	515.87 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_M3,FI	: 	: 	: 	: 	: 	: 	49 	55 	60 	65 	83.63 	107.42 	97.63 	78.15 	97.82 	63.82 	50.92 	30.46 	58.31 	63.83 	73.62 	83.62 	82.41 	80.07 	107.48 	132.48 	136.69 	133.91 	227.55 	279.99 	261.96 p
A,CONIF,PN_PY,EXP_XEU,THS_M3,FR	: 	: 	: 	: 	: 	: 	10 	10 	1 	10.22 	3.92 	4.7 	8.39 	11.23 	9.72 	9.68 e	8.77 e	10.69 e	8.45 e	4.97 	5.31 e	5.41 	5.08 	5.84 	5 	6.46 	18.08 	5.55 	15.59 	10.92 e	8.24 e
A,CONIF,PN_PY,EXP_XEU,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.22 	3.44 	3.03 	2.35 	2 	0.64 	0.45 	0.51 	0.43 	0.37 	0.13 
A,CONIF,PN_PY,EXP_XEU,THS_M3,HU	: 	: 	: 	: 	: 	: 	: 	1.95 	0.12 	: 	0.21 	0.03 	1 	0.11 	1 	0.4 	0.17 	0.28 	0.18 	0.16 	0.08 	0.11 	0.11 	0.68 	0.47 	1.01 	1.31 	0.71 	1.75 	1.49 	: 
A,CONIF,PN_PY,EXP_XEU,THS_M3,IE	: 	: 	: 	: 	: 	: 	0.08 e	0.02 	: 	0.09 	0 	0 	0 	0 	0.86 	0 	0 	0.04 	0.01 	0 	0.33 	0 	0 	0.08 	: 	0 	: 	: 	: 	0.08 	0.69 
A,CONIF,PN_PY,EXP_XEU,THS_M3,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.08 	0 	0 	: 	0 	0.05 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_M3,IT	: 	: 	: 	: 	: 	: 	29 	19 	16 	21 	20.74 	25.41 	13.36 	28.28 	80 	27 	2.02 	1.62 	10 	6.19 	7.73 e	11.56 	14.77 	15.35 	9.41 	8.17 	11.83 	6.82 	12.38 	14.5 	13.34 
A,CONIF,PN_PY,EXP_XEU,THS_M3,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_M3,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0.25 	0.08 	0.11 	0.07 	0 	0.02 	0.06 	0.01 	0.33 	0.24 	0.26 	0.4 	0.27 	0.39 	0.43 	0.86 	0.51 	: 
A,CONIF,PN_PY,EXP_XEU,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 e	0 e	0 	0.03 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	0 	0 	0 
A,CONIF,PN_PY,EXP_XEU,THS_M3,LV	: 	: 	: 	: 	: 	: 	: 	0.3 	: 	0.09 	0 	0.59 	0.08 	0.03 	0.02 	0.1 	0.08 	0.12 	0.29 	1.05 e	0.74 	0.71 	0.64 	0.57 	1.88 	2.72 	6.66 	4.94 	3.63 	2.9 	1.55 
A,CONIF,PN_PY,EXP_XEU,THS_M3,MT	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0.01 	0 	0 	0.05 	0 	0 	0.04 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_M3,NL	: 	: 	: 	: 	: 	: 	1 	1 	1 	0.4 	0.7 	0.5 	0.5 	0.1 	0.3 	0.2 	0.5 	0.1 	10.8 	1.2 	2.1 	1.03 	1.31 	1.87 	2.17 	1.61 	2.67 	2.56 	5.33 	3.6 	: 
A,CONIF,PN_PY,EXP_XEU,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.31 	0.42 	0.25 	0.07 	0.1 	0.17 	0.27 	0.07 	0.28 	0.32 	0.02 	2.03 	1.79 	1.71 	1.68 	4.08 	0.95 
A,CONIF,PN_PY,EXP_XEU,THS_M3,PL	: 	: 	: 	: 	: 	: 	: 	10.88 	15.94 	22.68 	: 	: 	5.4 	4.4 	5.2 	8.88 	4.64 	5.87 	6.24 	3.72 	7.21 	8.15 	18.45 	9.85 	8.54 	12.84 	16.89 	20.42 	39.37 	36.52 	28.86 
A,CONIF,PN_PY,EXP_XEU,THS_M3,PT	: 	: 	: 	: 	: 	: 	0.51 	0.31 	0.84 	1 	1 	2 	2 	3 	4 	20 	7.37 	4.68 	15.11 e	90.6 	25.19 	7.7 	129.81 	23.41 	7.34 	7.22 	32.11 	21.29 	26.61 	28.01 	32.89 
A,CONIF,PN_PY,EXP_XEU,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	0.12 	15.71 	22.15 	9.27 	17.41 	21.68 	2.74 	25 	3 	0.2 	0.93 	0.91 	0.35 	0.82 	1.93 	3.06 	1 	0.87 	0.16 	0.03 	2.62 	0.02 	1.16 p	10.71 p
A,CONIF,PN_PY,EXP_XEU,THS_M3,SE	: 	: 	: 	: 	: 	: 	14 	10.71 	: 	: 	: 	: 	: 	: 	32.77 	12.22 	10.51 	8.61 	8.03 	7.58 	4.46 	2.67 	3.19 	4.94 	5.55 	4.31 	3.69 	7.19 	12.11 	18.89 	9.46 
A,CONIF,PN_PY,EXP_XEU,THS_M3,SI	: 	: 	: 	: 	: 	: 	: 	0.16 	0.12 	0.29 	0.16 	0.11 	: 	7.75 	18.55 	43.3 	21.77 	20.23 	26.27 	23.11 	23.19 	18.19 	18.47 	20.71 	21.51 	21.26 	19.21 	22.12 	23.68 	20.85 	23.21 
A,CONIF,PN_PY,EXP_XEU,THS_M3,SK	: 	: 	: 	: 	: 	: 	: 	0 	0 	0.04 	0 	12 	0 	0 	2 	0 	0.07 	0.33 	0 	3.13 	2.11 	1.42 	8.16 	8.68 	15.54 	19.01 	19.29 	19.15 	17.83 	18.35 	0 
A,CONIF,PN_PY,EXP_XEU,THS_M3,UK	: 	: 	: 	: 	: 	: 	3 	2.42 	3.66 	1.58 	2.83 	2.28 	0.63 	1.13 	0.51 	0.26 	0.12 	0.37 	0.62 	0.66 	0.51 	0.57 	1.8 	1.12 	1 	0.64 	0.2 	0.32 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_NAC,AT	: 	: 	: 	: 	: 	: 	34972 	39755.7 	44096 	40818 	33815 	34516 	30878 	30495 	30205 	15714 	15777 	13150 	31838 	39460 	45919 	50356 	55075 	54902 	55547 	: 	: 	: 	: 	: 	81762.71 p
A,CONIF,PN_PY,EXP_XEU,THS_NAC,BE	: 	: 	: 	: 	: 	: 	: 	361.68 	401 	1509.11 	510.99 	1026.23 	2005.84 	452.61 	52416 	35200 e	160.86 	28.38 	7134.33 	6871.71 	11574.53 	10628.69 	2423.65 	4065.84 	3594.21 	2025.18 	2249.82 	1540.93 	1186.81 	1662.56 	1215.85 
A,CONIF,PN_PY,EXP_XEU,THS_NAC,BG	: 	: 	: 	: 	: 	: 	: 	247.78 	208.59 	14.1 	100.31 	265.82 	173.35 	274.28 	6904 	248.25 	718.78 	5104.56 	2760.75 	4300.34 	3017.51 	5075.08 	7061.53 	6749.88 	5243.94 	407.77 	27.67 	0 	0.66 	0 	423.19 
A,CONIF,PN_PY,EXP_XEU,THS_NAC,CY	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	1.68 	: 	48.61 	30.4 	: 	13.52 	0 	30.47 	0 	0 	0 	5.17 	0 	0 	0 	0 	0 	73.33 	17.15 	21.09 	0 
A,CONIF,PN_PY,EXP_XEU,THS_NAC,CZ	: 	: 	: 	: 	: 	: 	: 	14439.26 	18651.2 	75067.45 	93945.85 	157000 	180000 	113000 	120000 	53000 	1000 	112000 	113205 	139933 	164136 	176875 	326926 	258919 	389242 	398995 	2320 	228997 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_NAC,DE	: 	: 	: 	: 	: 	: 	: 	24078 	20329.56 e	18175.6 e	24703.23 e	25824.15 e	27498.4 e	32493.19 e	42183 	27183.87 	25885.91 	21620 	33121 	36336 	31004 	31588 	32092 	33989 	35598.5 	41280 	41386 	43188.5 	44017 	62349 	75438 
A,CONIF,PN_PY,EXP_XEU,THS_NAC,DK	: 	: 	: 	: 	: 	: 	: 	19000 	27000 	27000 	30066.95 	33784.05 	44623.6 	25690.1 	28508.23 	15478.99 	39946.62 	38894.41 e	19280.91 e	18627.04 	20881.29 e	: 	2807.95 	17386.93 	20094.49 	: 	: 	: 	: 	: 	: 
A,CONIF,PN_PY,EXP_XEU,THS_NAC,EE	: 	: 	: 	: 	: 	: 	: 	198.64 	35.08 	248.02 	204.72 	0 	744.95 	365.74 	387.36 	624.82 	317.84 	88.55 	125.67 	114.06 	110.88 	124.93 	58.87 	187.29 	101.5 	108.77 	486.82 	370.58 	319.69 	343.03 	763.82 
