freq,indic_sb,nace_r2,ceparema,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 
A,V21120,C32,CEPA2,UK	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21120,C32,CEPA3,AT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA3,BE	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA3,BG	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA3,CH	: 	0.0 	: 	: 	: 	0.1 	: 	: 	0.0 	: 	0.0 
A,V21120,C32,CEPA3,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C32,CEPA3,CZ	0.0 	: c	0.0 	1.3 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 
A,V21120,C32,CEPA3,DE	0.4 d	0.1 	6.0 	0.6 	0.0 	0.6 	0.4 	3.5 	1.1 	0.4 	4.1 b
A,V21120,C32,CEPA3,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21120,C32,CEPA3,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA3,EL	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA3,ES	0.0 d	0.2 	0.0 	0.0 	0.0 	0.0 	1.5 	0.0 	0.0 	0.0 	0.1 b
A,V21120,C32,CEPA3,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	: bc	0.0 
A,V21120,C32,CEPA3,FR	: c	0.1 	: c	: c	: c	0.2 	0.1 	: c	0.1 	0.2 b	0.2 
A,V21120,C32,CEPA3,HR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 
A,V21120,C32,CEPA3,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C32,CEPA3,IT	0.0 	0.0 	0.0 	0.1 	0.0 	0.1 	4.6 	0.1 	0.0 	0.0 b	0.0 
A,V21120,C32,CEPA3,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA3,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21120,C32,CEPA3,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21120,C32,CEPA3,NL	0.0 	: 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c
A,V21120,C32,CEPA3,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA3,PL	0.0 	0.0 	0.0 	0.0 	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 bd
A,V21120,C32,CEPA3,PT	0.0 	0.0 	: c	: c	: c	: bc	0.1 	: c	: c	: c	0.0 
A,V21120,C32,CEPA3,RO	0.0 	0.0 p	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA3,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21120,C32,CEPA3,SE	0.0 	: c	0.0 	: c	: c	: c	: c	0.0 	0.6 	: c	0.1 b
A,V21120,C32,CEPA3,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	: c
A,V21120,C32,CEPA3,SK	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C32,CEPA3,UK	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	: c
A,V21120,C32,CEPA9,AT	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA9,BE	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.4 	0.2 	0.0 	0.0 b
A,V21120,C32,CEPA9,BG	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA9,CH	: 	: u	: 	: 	: 	0.2 	: 	: 	0.0 	: 	: u
A,V21120,C32,CEPA9,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C32,CEPA9,CZ	0.0 	: c	0.0 	: c	: c	: c	0.0 	: c	: c	0.0 	: c
A,V21120,C32,CEPA9,DE	0.1 d	0.0 	0.5 	5.3 	0.0 	0.6 	0.1 	0.1 	0.6 	0.4 	2.3 b
A,V21120,C32,CEPA9,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21120,C32,CEPA9,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA9,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA9,ES	0.1 d	1.2 	0.8 	0.3 	0.7 	0.1 	0.0 	0.1 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA9,FI	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21120,C32,CEPA9,FR	0.3 	0.2 	0.1 	: c	0.6 	1.8 	0.7 	: c	0.5 	0.4 b	0.2 
A,V21120,C32,CEPA9,HR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 
A,V21120,C32,CEPA9,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C32,CEPA9,IT	0.0 	0.0 	0.1 	5.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.2 
A,V21120,C32,CEPA9,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA9,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21120,C32,CEPA9,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21120,C32,CEPA9,NL	0.0 	: 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 
A,V21120,C32,CEPA9,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA9,PL	0.0 	: c	0.0 	0.0 	0.0 d	: cd	: cd	: cd	0.0 d	0.0 d	: bcd
A,V21120,C32,CEPA9,PT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	: c	: c	: c	: c
A,V21120,C32,CEPA9,RO	0.0 	0.0 p	0.0 	0.3 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,CEPA9,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21120,C32,CEPA9,SE	0.0 	0.3 	0.0 	: c	: c	: c	1.1 	: c	: c	: c	: bc
A,V21120,C32,CEPA9,SI	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	: c	0.0 	0.2 	0.0 	: c
A,V21120,C32,CEPA9,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C32,CEPA9,UK	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21120,C32,TOT_CEPA,AT	0.1 	0.1 	0.0 	0.0 	2.2 	0.0 	0.2 	0.2 	0.0 	0.0 	0.3 b
A,V21120,C32,TOT_CEPA,BE	: c	: c	0.0 	0.0 	0.0 	0.0 	0.1 	0.8 	0.2 	1.5 	1.3 b
A,V21120,C32,TOT_CEPA,BG	: 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,TOT_CEPA,CH	: 	: u	: 	: 	: 	5.0 	: 	: 	0.4 	: 	0.7 
A,V21120,C32,TOT_CEPA,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C32,TOT_CEPA,CZ	: c	: c	0.0 	1.7 	0.3 	0.2 	: c	0.2 	0.1 	: c	: c
A,V21120,C32,TOT_CEPA,DE	1.1 d	1.4 	30.4 	6.3 	1.6 	2.6 	1.5 	4.5 	3.4 	3.5 	12.3 b
A,V21120,C32,TOT_CEPA,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21120,C32,TOT_CEPA,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 b
A,V21120,C32,TOT_CEPA,EL	0.3 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21120,C32,TOT_CEPA,ES	0.2 d	1.6 	2.7 	1.0 	1.0 	1.2 	3.3 	0.3 	0.1 	0.2 	0.9 b
A,V21120,C32,TOT_CEPA,FI	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 b	0.0 	: c	0.0 	: bc	: c
A,V21120,C32,TOT_CEPA,FR	1.3 	1.5 	0.9 	0.5 	2.1 	3.1 	1.8 	1.2 	1.9 	1.7 b	2.0 
A,V21120,C32,TOT_CEPA,HR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 
A,V21120,C32,TOT_CEPA,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C32,TOT_CEPA,IE	1.7 	0.3 	0.2 	0.3 	4.8 	2.1 	6.8 	: c	: c	: c	: c
A,V21120,C32,TOT_CEPA,IT	0.3 	0.3 	0.2 	5.2 	0.2 	0.6 	5.4 	1.2 	2.5 	0.0 b	0.9 
A,V21120,C32,TOT_CEPA,LT	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,TOT_CEPA,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21120,C32,TOT_CEPA,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21120,C32,TOT_CEPA,NL	0.4 	0.1 	: c	: c	: c	: c	: c	: c	: c	: c	0.9 
A,V21120,C32,TOT_CEPA,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C32,TOT_CEPA,PL	: c	: c	0.0 	: c	: cd	: cd	: cd	: cd	: cd	0.0 d	: bcd
A,V21120,C32,TOT_CEPA,PT	0.0 	: c	0.2 	0.0 	0.1 	0.1 b	0.2 	0.1 	0.2 	0.1 	0.2 
A,V21120,C32,TOT_CEPA,RO	0.1 	0.4 p	0.1 	0.5 	0.1 	0.1 	3.5 	0.0 	0.0 	0.0 	0.1 b
A,V21120,C32,TOT_CEPA,RS	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 p	0.0 
A,V21120,C32,TOT_CEPA,SE	0.0 	0.3 	0.0 	0.2 	: c	0.0 	1.1 	1.1 	: c	: c	: bc
A,V21120,C32,TOT_CEPA,SI	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	: c	0.0 	0.3 	0.1 	: c
A,V21120,C32,TOT_CEPA,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C32,TOT_CEPA,UK	31.2 	: c	: c	: c	: c	: c	: c	: c	0.0 	0.2 	: c
A,V21120,C33,CEPA1,AT	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.3 	0.0 b
A,V21120,C33,CEPA1,BE	0.3 	0.1 	0.1 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.1 b
A,V21120,C33,CEPA1,BG	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA1,CH	: 	: c	: 	: 	: 	: u	: 	: 	: c	: 	0.0 
A,V21120,C33,CEPA1,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA1,CZ	0.1 	: c	: c	: c	: c	: c	0.2 	0.0 	: c	: c	: c
A,V21120,C33,CEPA1,DE	0.2 d	0.3 	1.0 	0.6 	0.2 	0.1 	0.2 	0.3 	0.5 	0.2 	0.7 b
A,V21120,C33,CEPA1,DK	: 	: u	: u	: u	: u	: u	: u	0.1 	: u	: u	: bu
A,V21120,C33,CEPA1,EE	0.0 	: c	: c	: c	: c	: c	: c	0.0 	: c	0.0 	0.0 b
A,V21120,C33,CEPA1,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA1,ES	0.1 d	0.5 	0.1 	0.5 	0.0 	0.3 	0.4 	0.1 	0.3 	0.1 	0.2 b
A,V21120,C33,CEPA1,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	: bc	0.0 
A,V21120,C33,CEPA1,FR	0.6 	0.9 	1.3 	: c	: c	1.6 	0.5 	1.6 	0.5 	: bc	0.6 
A,V21120,C33,CEPA1,HR	: c	: c	0.1 	0.7 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA1,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.1 
A,V21120,C33,CEPA1,IT	0.1 	0.3 	0.2 	0.0 	0.0 	0.0 	0.4 	0.2 	0.0 	0.0 b	1.6 
A,V21120,C33,CEPA1,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA1,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p
A,V21120,C33,CEPA1,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21120,C33,CEPA1,NL	0.3 	: 	0.6 	0.3 	0.7 	: c	: c	0.2 	2.4 	: c	: c
A,V21120,C33,CEPA1,NO	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA1,PL	: c	: c	0.0 	0.0 	: cd	: cd	0.0 d	0.0 d	: cd	: cd	: bcd
A,V21120,C33,CEPA1,PT	0.0 	0.0 	0.3 	: c	0.0 	0.3 b	0.6 	: c	0.1 	0.3 	0.1 
A,V21120,C33,CEPA1,RO	0.5 	0.5 p	0.0 	0.2 	0.5 	0.5 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA1,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21120,C33,CEPA1,SE	: c	: c	0.0 	0.0 	: c	: c	0.0 	: c	: c	: c	0.0 b
A,V21120,C33,CEPA1,SI	0.0 	: c	: c	0.0 	0.0 	0.1 	: c	: c	0.5 	0.1 	0.0 
A,V21120,C33,CEPA1,SK	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA1,UK	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21120,C33,CEPA2,AT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA2,BE	0.0 	0.0 	0.1 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA2,BG	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA2,CH	: 	0.0 	: 	: 	: 	: u	: 	: 	: c	: 	0.0 
A,V21120,C33,CEPA2,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA2,CZ	: c	: c	0.0 	: c	0.0 	: c	: c	: c	: c	0.2 	: c
A,V21120,C33,CEPA2,DE	0.4 d	0.1 	1.1 	0.2 	0.3 	1.1 	0.1 	0.6 	0.6 	0.2 	0.6 b
A,V21120,C33,CEPA2,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21120,C33,CEPA2,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA2,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA2,ES	0.0 d	0.2 	1.1 	0.2 	0.1 	0.1 	0.0 	0.1 	0.1 	0.0 	0.0 b
A,V21120,C33,CEPA2,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21120,C33,CEPA2,FR	0.3 	0.3 	: c	0.0 	0.2 	: c	0.1 	: c	0.0 	: bc	0.0 
A,V21120,C33,CEPA2,HR	0.0 	0.0 	0.1 	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA2,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA2,IT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21120,C33,CEPA2,LT	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA2,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p
A,V21120,C33,CEPA2,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21120,C33,CEPA2,NL	0.0 	: 	0.0 	0.0 	0.0 	: c	: c	0.0 	: c	0.0 	0.0 
A,V21120,C33,CEPA2,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA2,PL	: c	0.0 	0.0 	0.0 	: cd	: cd	0.0 d	0.0 d	0.0 d	0.0 d	0.0 bd
A,V21120,C33,CEPA2,PT	0.0 	0.1 	0.0 	: c	0.2 	0.0 b	: c	: c	0.0 	0.0 	0.0 
A,V21120,C33,CEPA2,RO	0.6 	0.0 p	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA2,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21120,C33,CEPA2,SE	: c	: c	0.1 	: c	0.1 	0.0 	0.0 	0.0 	: c	0.0 	0.0 b
A,V21120,C33,CEPA2,SI	0.0 	: c	: c	0.0 	0.0 	0.1 	: c	: c	0.2 	0.0 	0.0 
A,V21120,C33,CEPA2,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA2,UK	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21120,C33,CEPA3,AT	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA3,BE	0.1 	0.0 	0.1 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA3,BG	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA3,CH	: 	: u	: 	: 	: 	0.0 	: 	: 	: c	: 	: u
A,V21120,C33,CEPA3,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA3,CZ	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	: c	0.0 
A,V21120,C33,CEPA3,DE	0.3 d	0.0 	0.0 	0.2 	0.1 	0.0 	0.0 	0.2 	0.6 	0.4 	0.7 b
A,V21120,C33,CEPA3,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21120,C33,CEPA3,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 b
A,V21120,C33,CEPA3,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA3,ES	0.0 d	0.1 	0.0 	0.1 	0.0 	0.1 	0.1 	0.0 	0.3 	0.3 	0.0 b
A,V21120,C33,CEPA3,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	: bc	0.0 
A,V21120,C33,CEPA3,FR	1.0 	0.1 	: c	: c	: c	: c	0.2 	: c	0.0 	0.0 b	0.1 
A,V21120,C33,CEPA3,HR	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA3,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA3,IT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21120,C33,CEPA3,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA3,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p
A,V21120,C33,CEPA3,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21120,C33,CEPA3,NL	0.0 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 	: c
A,V21120,C33,CEPA3,NO	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA3,PL	0.0 	0.0 	0.0 	0.0 	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 bd
A,V21120,C33,CEPA3,PT	0.0 	0.0 	: c	0.0 	0.0 	0.6 b	: c	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA3,RO	0.0 	0.0 p	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA3,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21120,C33,CEPA3,SE	0.0 	: c	3.7 	: c	: c	: c	: c	0.0 	0.1 	0.0 	0.0 b
A,V21120,C33,CEPA3,SI	0.0 	: c	: c	0.0 	0.0 	0.0 	: c	: c	0.0 	0.0 	0.0 
A,V21120,C33,CEPA3,SK	0.1 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA3,UK	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21120,C33,CEPA9,AT	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA9,BE	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA9,BG	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA9,CH	: 	: u	: 	: 	: 	: u	: 	: 	0.0 	: 	: u
A,V21120,C33,CEPA9,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA9,CZ	0.0 	: c	: c	0.0 	0.0 	: c	: c	: c	0.0 	0.0 	: c
A,V21120,C33,CEPA9,DE	0.0 d	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.1 	0.4 	0.5 	0.3 b
A,V21120,C33,CEPA9,DK	: 	: u	: u	: u	: u	: u	: u	0.1 	: u	: u	: bu
A,V21120,C33,CEPA9,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA9,EL	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA9,ES	0.0 d	0.6 	0.5 	0.3 	0.0 	0.2 	0.2 	0.1 	0.2 	0.0 	0.2 b
A,V21120,C33,CEPA9,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21120,C33,CEPA9,FR	4.0 	1.3 	0.8 	: c	0.4 	0.1 	1.7 	0.3 	0.0 	: bc	0.1 
A,V21120,C33,CEPA9,HR	: c	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA9,HU	0.0 	0.0 	0.1 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA9,IT	0.0 	6.6 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21120,C33,CEPA9,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21120,C33,CEPA9,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p
A,V21120,C33,CEPA9,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21120,C33,CEPA9,NL	0.0 	: 	: c	0.0 	0.0 	: c	: c	0.3 	0.0 	0.2 	: c
A,V21120,C33,CEPA9,NO	0.0 	0.0 	0.0 	0.0 	0.3 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 b
A,V21120,C33,CEPA9,PL	: c	: c	0.0 	: c	0.0 d	: cd	: cd	: cd	: cd	: cd	: bcd
A,V21120,C33,CEPA9,PT	0.1 	0.0 	: c	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21120,C33,CEPA9,RO	0.0 	0.0 p	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 b
A,V21120,C33,CEPA9,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	0.0 
A,V21120,C33,CEPA9,SE	: c	: c	0.0 	1.6 	: c	0.0 	: c	: c	0.0 	: c	0.0 b
A,V21120,C33,CEPA9,SI	0.0 	: c	: c	0.0 	0.2 	0.1 	: c	: c	0.1 	0.1 	0.2 
A,V21120,C33,CEPA9,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.3 	0.1 	0.0 	0.0 	0.0 	0.0 
