freq,nrg_bal,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,FEC_DT2030,MTOE,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,FR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,GE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,HR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,HU	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,IS	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,IT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,MD	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,ME	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,MK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,MT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,PL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,PT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,RS	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,SE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,SI	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,SK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,UA	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,UK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,MTOE,XK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,AL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,AT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,BA	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,BE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,CZ	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,DE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,DK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,EL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,ES	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,EU27_2020	24.82 	24.85 	21.44 	21.58 	20.81 	23.25 	28.53 	27.38 	28.10 	27.78 	28.42 	31.44 	30.57 	34.49 	35.82 	36.47 	37.07 	34.80 	35.87 	28.55 	34.37 	29.13 	28.86 	28.58 	23.09 	25.63 	28.13 	29.72 	30.08 	29.29 	18.78 	26.79 	23.26 
A,FEC_DT2030,PC,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,FR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,GE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,HR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,HU	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,IS	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,IT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,MD	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,ME	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,MK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,MT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,PL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,PT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,RS	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,SE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,SI	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,SK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,UA	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,UK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FEC_DT2030,PC,XK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,I05,AL	113.07 	77.65 	53.15 	57.81 	61.16 	61.07 	65.84 	56.20 	62.10 	83.50 	83.78 	85.59 	96.61 	93.69 	100.23 	100.00 	96.33 	90.93 	96.34 	94.60 	95.97 	103.26 	93.31 	103.60 	106.35 	99.50 	101.91 	109.85 	110.37 	108.42 	101.16 	106.07 	: 
A,PEC2020-2030,I05,AT	72.48 	77.49 	74.28 	75.46 	75.33 	79.18 	84.00 	82.63 	84.55 	84.40 	84.05 	88.89 	89.54 	94.39 	95.32 	100.00 	99.73 	98.39 	99.23 	93.68 	100.45 	97.74 	96.82 	98.05 	94.16 	96.79 	97.96 	100.32 	97.29 	98.66 	91.25 	96.64 	92.18 
A,PEC2020-2030,I05,BE	88.39 	92.03 	92.71 	90.33 	92.17 	93.45 	98.93 	99.34 	101.83 	101.27 	101.58 	101.01 	97.04 	101.94 	101.51 	100.00 	99.69 	97.60 	99.15 	97.02 	103.38 	95.89 	91.19 	94.21 	87.63 	88.44 	93.86 	93.93 	90.02 	93.78 	85.01 	94.43 	87.62 
A,PEC2020-2030,I05,BG	139.31 	113.15 	103.59 	109.51 	106.18 	115.20 	112.92 	103.89 	99.50 	90.78 	91.85 	95.99 	95.63 	97.41 	94.70 	100.00 	103.31 	101.55 	98.97 	88.03 	90.55 	96.67 	92.78 	85.90 	89.81 	93.46 	91.93 	95.35 	94.86 	93.91 	88.82 	96.62 	98.53 
A,PEC2020-2030,I05,CY	64.10 	67.41 	73.22 	75.46 	85.53 	77.17 	84.34 	82.28 	87.83 	87.98 	94.43 	95.51 	96.10 	105.29 	98.60 	100.00 	104.01 	109.22 	115.23 	111.87 	108.04 	106.86 	100.98 	87.87 	89.72 	91.88 	97.95 	102.33 	102.88 	102.42 	88.78 	93.38 	100.27 
A,PEC2020-2030,I05,CZ	113.39 	103.89 	100.78 	97.85 	93.45 	92.74 	95.20 	96.67 	93.64 	86.98 	92.08 	94.59 	95.71 	100.01 	101.27 	100.00 	102.29 	102.68 	100.00 	94.45 	100.06 	96.14 	94.98 	95.67 	91.69 	92.77 	93.48 	94.92 	95.22 	93.48 	88.41 	93.03 	90.88 
A,PEC2020-2030,I05,DE	103.43 	101.52 	99.33 	98.69 	97.70 	98.68 	102.47 	101.16 	100.29 	98.12 	98.61 	101.71 	99.31 	100.09 	100.65 	100.00 	103.46 	98.19 	99.73 	93.25 	97.99 	92.59 	93.63 	95.86 	91.29 	92.01 	92.54 	92.69 	90.78 	88.69 	81.51 	84.41 	80.87 
A,PEC2020-2030,I05,DK	90.56 	100.12 	95.93 	98.54 	102.24 	101.37 	114.50 	106.38 	105.14 	100.98 	98.32 	101.54 	99.94 	105.61 	102.59 	100.00 	107.16 	104.73 	102.07 	98.03 	102.51 	95.17 	91.20 	91.67 	86.98 	86.50 	88.88 	89.50 	89.52 	86.83 	79.57 	84.11 	82.24 
A,PEC2020-2030,I05,EE	198.57 	184.16 	117.73 	100.46 	110.76 	103.56 	108.08 	104.48 	95.97 	90.74 	86.30 	91.24 	85.89 	92.02 	98.68 	100.00 	98.88 	116.52 	101.84 	81.93 	110.49 	107.74 	98.51 	108.39 	103.79 	90.13 	112.83 	109.38 	105.97 	90.80 	81.81 	84.30 	89.45 
A,PEC2020-2030,I05,EL	71.07 	71.66 	73.65 	73.11 	75.70 	75.91 	78.09 	81.13 	85.06 	85.92 	89.69 	92.65 	94.01 	96.42 	97.92 	100.00 	99.94 	100.06 	100.61 	97.17 	89.92 	87.99 	87.61 	77.31 	76.88 	77.21 	76.13 	76.71 	74.64 	73.58 	63.52 	67.13 	69.03 
A,PEC2020-2030,I05,ES	60.58 	62.70 	64.27 	62.02 	65.13 	69.58 	69.38 	73.17 	76.35 	80.66 	84.19 	86.40 	89.17 	92.66 	97.63 	100.00 	100.41 	102.06 	98.44 	90.43 	90.42 	90.17 	90.44 	85.03 	83.67 	86.86 	87.06 	91.83 	91.38 	88.67 	77.21 	81.93 	83.24 
A,PEC2020-2030,I05,EU27_2020	91.32 	91.06 	88.28 	88.62 	87.61 	90.58 	93.90 	92.92 	93.39 	92.69 	93.24 	95.76 	95.92 	98.47 	99.72 	100.00 	100.91 	99.49 	99.40 	93.70 	97.37 	94.33 	93.28 	92.46 	88.86 	90.36 	91.13 	92.46 	91.99 	90.43 	82.51 	87.55 	83.93 
A,PEC2020-2030,I05,FI	81.04 	81.52 	76.24 	81.01 	86.58 	83.65 	90.46 	94.06 	94.85 	94.79 	94.23 	97.21 	101.99 	107.68 	108.98 	100.00 	109.28 	107.37 	102.85 	96.35 	105.61 	101.90 	98.26 	95.31 	97.36 	92.96 	96.12 	95.88 	97.78 	95.57 	89.19 	93.86 	89.90 
A,PEC2020-2030,I05,FR	81.65 	85.85 	84.29 	86.52 	82.74 	85.88 	91.29 	87.93 	90.56 	90.66 	91.62 	94.81 	95.38 	97.72 	99.36 	100.00 	98.19 	96.87 	97.94 	94.46 	97.56 	95.50 	95.51 	96.04 	91.96 	93.72 	92.04 	91.74 	91.56 	90.25 	79.75 	85.43 	78.59 
A,PEC2020-2030,I05,HR	97.42 	81.15 	72.84 	76.13 	74.29 	76.52 	83.15 	84.63 	87.21 	88.96 	85.45 	90.18 	92.54 	98.31 	97.80 	100.00 	99.64 	103.18 	100.57 	97.86 	96.88 	94.59 	89.43 	87.51 	83.09 	87.04 	87.99 	91.11 	89.42 	89.78 	84.83 	90.39 	90.68 
A,PEC2020-2030,I05,HU	104.02 	100.19 	90.64 	93.22 	89.69 	92.69 	95.82 	93.95 	92.02 	92.65 	89.76 	92.74 	92.04 	94.81 	94.58 	100.00 	98.65 	96.28 	95.50 	90.92 	93.46 	92.60 	87.83 	85.06 	83.50 	88.45 	89.81 	92.87 	92.94 	93.28 	90.68 	94.64 	90.61 
A,PEC2020-2030,I05,IE	64.51 	65.35 	65.12 	67.03 	69.62 	68.58 	74.47 	79.37 	84.53 	88.06 	91.63 	97.56 	99.52 	96.97 	98.79 	100.00 	101.17 	106.91 	104.70 	99.69 	98.39 	90.66 	91.79 	86.87 	88.09 	93.10 	97.99 	97.31 	97.80 	98.21 	90.11 	92.48 	95.91 
A,PEC2020-2030,I05,IS	72.34 	66.02 	64.40 	69.06 	70.14 	70.08 	75.99 	74.71 	79.71 	89.64 	100.37 	96.56 	99.00 	99.26 	98.39 	100.00 	124.69 	147.76 	165.45 	170.90 	172.08 	184.41 	180.41 	188.54 	188.48 	180.71 	170.91 	181.71 	199.24 	193.17 	182.13 	184.22 	: 
A,PEC2020-2030,I05,IT	76.15 	78.34 	77.94 	78.01 	76.85 	83.73 	83.70 	84.71 	87.52 	89.73 	91.86 	91.48 	92.18 	97.21 	98.24 	100.00 	98.96 	98.80 	97.39 	90.74 	92.51 	89.59 	86.58 	84.08 	78.89 	82.46 	81.86 	82.40 	81.45 	80.70 	73.19 	80.49 	77.01 
A,PEC2020-2030,I05,LT	190.57 	200.68 	132.15 	111.60 	97.46 	102.45 	109.61 	103.95 	108.42 	90.89 	81.29 	93.74 	100.00 	104.23 	106.43 	100.00 	98.08 	100.63 	102.66 	98.27 	76.63 	73.38 	74.36 	72.11 	71.47 	71.99 	75.04 	76.55 	79.15 	78.01 	77.37 	82.34 	78.43 
A,PEC2020-2030,I05,LU	73.10 	78.07 	78.24 	79.37 	77.44 	68.69 	70.08 	69.28 	67.74 	71.33 	75.45 	79.69 	83.32 	87.85 	97.52 	100.00 	98.34 	96.55 	96.64 	90.93 	96.60 	94.96 	92.58 	90.12 	87.68 	86.81 	86.99 	89.94 	93.47 	94.34 	82.45 	87.70 	79.51 
A,PEC2020-2030,I05,LV	175.28 	166.36 	136.25 	117.67 	106.37 	102.26 	101.27 	98.30 	95.69 	87.70 	84.36 	90.82 	89.93 	95.63 	98.08 	100.00 	103.65 	106.23 	101.86 	98.70 	101.43 	95.28 	98.84 	97.04 	97.02 	94.98 	95.61 	99.40 	104.44 	101.45 	94.91 	99.44 	95.88 
A,PEC2020-2030,I05,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.00 	104.11 	107.15 	117.04 	90.88 	106.54 	106.93 	101.72 	94.91 	92.58 	96.97 	93.87 	97.98 	101.35 	104.87 	97.20 	104.33 	: 
A,PEC2020-2030,I05,MK	82.61 	82.42 	91.88 	94.97 	85.15 	86.25 	98.51 	89.69 	99.50 	94.61 	92.93 	89.26 	87.21 	95.31 	94.08 	100.00 	101.70 	106.44 	103.92 	96.41 	98.60 	105.78 	102.08 	94.52 	92.03 	90.01 	88.87 	92.92 	88.03 	97.09 	88.02 	91.16 	: 
A,PEC2020-2030,I05,MT	83.25 	82.03 	81.19 	101.39 	92.92 	86.37 	81.69 	103.70 	82.30 	89.08 	88.32 	97.12 	90.90 	99.94 	101.91 	100.00 	100.97 	103.64 	104.64 	96.51 	101.52 	101.32 	105.99 	95.54 	96.88 	82.11 	77.51 	87.92 	90.02 	95.35 	80.93 	83.82 	96.82 
A,PEC2020-2030,I05,NL	83.44 	87.67 	87.00 	89.96 	89.28 	93.21 	98.91 	95.04 	96.21 	94.90 	95.48 	98.42 	98.58 	100.50 	101.89 	100.00 	99.16 	98.95 	99.68 	96.46 	102.30 	95.65 	95.21 	94.44 	88.89 	84.19 	89.49 	87.40 	83.33 	90.99 	83.46 	86.65 	80.00 
A,PEC2020-2030,I05,NO	70.05 	72.02 	73.57 	78.21 	77.04 	76.59 	75.18 	79.89 	84.31 	89.14 	86.09 	91.06 	84.02 	91.07 	97.23 	100.00 	100.85 	93.06 	104.17 	102.80 	109.65 	94.58 	101.30 	106.18 	96.45 	85.11 	95.66 	100.79 	100.76 	95.28 	92.94 	96.83 	: 
A,PEC2020-2030,I05,PL	112.69 	111.26 	108.79 	111.45 	105.84 	109.23 	113.58 	111.91 	104.14 	101.75 	96.46 	97.75 	96.79 	98.90 	98.94 	100.00 	104.99 	104.48 	105.83 	101.79 	109.79 	109.77 	105.51 	106.19 	101.75 	102.39 	107.82 	112.64 	118.31 	113.92 	110.10 	118.19 	111.97 
A,PEC2020-2030,I05,PT	60.82 	63.07 	67.03 	66.46 	67.67 	74.93 	75.04 	78.13 	84.28 	91.53 	92.38 	93.73 	98.09 	94.80 	97.33 	100.00 	96.75 	96.02 	94.96 	95.08 	91.16 	88.58 	84.67 	84.65 	83.22 	87.12 	87.55 	91.81 	91.20 	88.81 	78.46 	78.59 	83.56 
A,PEC2020-2030,I05,RO	172.95 	140.27 	120.51 	121.40 	116.02 	126.30 	128.31 	119.69 	110.27 	95.95 	96.69 	97.49 	101.34 	106.22 	103.47 	100.00 	104.09 	103.82 	103.49 	90.54 	91.37 	92.98 	92.22 	84.33 	83.38 	85.27 	85.00 	90.01 	90.33 	88.93 	85.77 	91.76 	85.99 
A,PEC2020-2030,I05,RS	123.01 	104.50 	96.10 	81.81 	75.43 	85.95 	102.71 	108.44 	108.23 	78.52 	85.11 	92.38 	98.61 	103.65 	112.84 	100.00 	105.58 	103.19 	101.73 	93.36 	94.51 	98.87 	91.17 	91.84 	81.95 	90.73 	93.13 	95.10 	94.42 	93.98 	97.21 	99.10 	: 
