freq,unit,landcover,geo\TIME_PERIOD	2009 	2012 	2015 	2018 
A,CVA,LCA,UKJ	7.5 	7.7 	6.6 	6.3 
A,CVA,LCA,UKJ1	13.7 	15.2 	13.4 	11.6 
A,CVA,LCA,UKJ2	12.8 	13.5 	10.4 	12.5 
A,CVA,LCA,UKJ3	17 	17 	14.3 	11.9 
A,CVA,LCA,UKJ4	17.9 	17.6 	15.8 	13.8 
A,CVA,LCA,UKK	9.2 	9.4 	8.3 	7.2 
A,CVA,LCA,UKK1	13.9 	14.8 	13.1 	9.2 
A,CVA,LCA,UKK2	16.1 	17 	15.9 	15.4 
A,CVA,LCA,UKK3	26 	30 	23.2 	17.7 
A,CVA,LCA,UKK4	20.6 	20 	18.5 	17.7 
A,CVA,LCA,UKL	9.7 	9.2 	9.5 	7.8 
A,CVA,LCA,UKL1	11.7 	10.6 	11.3 	10.7 
A,CVA,LCA,UKL2	17.4 	17.3 	17.1 	10.3 
A,CVA,LCA,UKM	9 	8.4 	8.3 	7.6 
A,CVA,LCA,UKM2	15.9 	15.2 	14.5 	: 
A,CVA,LCA,UKM3	14.2 	13.4 	13.3 	: 
A,CVA,LCA,UKM5	26.7 	26.8 	27.2 	23.6 
A,CVA,LCA,UKM6	22.1 	18.9 	21.4 	20.7 
A,CVA,LCA,UKM7	: 	: 	: 	12.6 
A,CVA,LCA,UKM8	: 	: 	: 	20 
A,CVA,LCA,UKM9	: 	: 	: 	14.3 
A,CVA,LCA,UKN	13.3 	14.9 	13 	19.8 
A,CVA,LCA,UKN0	13.3 	14.9 	13 	19.8 
A,CVA,LCA1,AT	9.5 	8.1 	8.3 	7.2 
A,CVA,LCA1,AT1	18.3 	15.4 	14.6 	10.9 
A,CVA,LCA1,AT11	: 	: 	: 	22.3 
A,CVA,LCA1,AT12	: 	: 	: 	13.7 
A,CVA,LCA1,AT13	: 	: 	: 	29.2 
A,CVA,LCA1,AT2	17.6 	15 	16.6 	15 
A,CVA,LCA1,AT21	: 	: 	: 	25 
A,CVA,LCA1,AT22	: 	: 	: 	18.5 
A,CVA,LCA1,AT3	14 	12.1 	12.6 	11.9 
A,CVA,LCA1,AT31	: 	: 	: 	13.8 
A,CVA,LCA1,AT32	: 	: 	: 	37.8 
A,CVA,LCA1,AT33	: 	: 	: 	30.3 
A,CVA,LCA1,AT34	: 	: 	: 	32.6 
A,CVA,LCA1,BE	9.2 	7.9 	7.3 	6.2 
A,CVA,LCA1,BE1	80.5 	45.9 	39.5 	35.2 
A,CVA,LCA1,BE10	: 	: 	: 	35.2 
A,CVA,LCA1,BE2	11.1 	9.4 	8.7 	7.6 
A,CVA,LCA1,BE21	: 	: 	: 	15.2 
A,CVA,LCA1,BE22	: 	: 	: 	26.9 
A,CVA,LCA1,BE23	: 	: 	: 	18.9 
A,CVA,LCA1,BE24	: 	: 	: 	22.4 
A,CVA,LCA1,BE25	: 	: 	: 	11.5 
A,CVA,LCA1,BE3	16.7 	15.1 	13.7 	11.9 
A,CVA,LCA1,BE31	: 	: 	: 	34.8 
A,CVA,LCA1,BE32	: 	: 	: 	18.8 
A,CVA,LCA1,BE33	: 	: 	: 	22.8 
A,CVA,LCA1,BE34	: 	: 	: 	43.8 
A,CVA,LCA1,BE35	: 	: 	: 	31.5 
A,CVA,LCA1,BG	: 	13.8 	12.8 	12.9 
A,CVA,LCA1,BG3	: 	18 	16.7 	17 
A,CVA,LCA1,BG31	: 	: 	: 	33.2 
A,CVA,LCA1,BG32	: 	: 	: 	31.3 
A,CVA,LCA1,BG33	: 	: 	: 	37.5 
A,CVA,LCA1,BG34	: 	: 	: 	31.3 
A,CVA,LCA1,BG4	: 	21.2 	19.9 	19.1 
A,CVA,LCA1,BG41	: 	: 	: 	24.6 
A,CVA,LCA1,BG42	: 	: 	: 	30.4 
A,CVA,LCA1,CY	: 	23.5 	17.4 	16.7 
A,CVA,LCA1,CY0	: 	23.5 	17.4 	16.7 
A,CVA,LCA1,CY00	: 	: 	: 	16.7 
A,CVA,LCA1,CZ	10.5 	9.6 	9.2 	9.9 
A,CVA,LCA1,CZ0	10.5 	9.6 	9.2 	9.9 
A,CVA,LCA1,CZ01	: 	: 	: 	57.7 
A,CVA,LCA1,CZ02	: 	: 	: 	38.8 
A,CVA,LCA1,CZ03	: 	: 	: 	20.6 
A,CVA,LCA1,CZ04	: 	: 	: 	39.4 
A,CVA,LCA1,CZ05	: 	: 	: 	23 
A,CVA,LCA1,CZ06	: 	: 	: 	21.9 
A,CVA,LCA1,CZ07	: 	: 	: 	37.3 
A,CVA,LCA1,CZ08	: 	: 	: 	32.5 
A,CVA,LCA1,DE	4.1 	3.7 	3.4 	4.3 
A,CVA,LCA1,DE1	11.3 	10.2 	9.5 	10.6 
A,CVA,LCA1,DE11	: 	: 	: 	17.1 
A,CVA,LCA1,DE12	: 	: 	: 	24.9 
A,CVA,LCA1,DE13	: 	: 	: 	27.3 
A,CVA,LCA1,DE14	: 	: 	: 	19.4 
A,CVA,LCA1,DE2	10.3 	9.4 	9.1 	11.4 
A,CVA,LCA1,DE21	: 	: 	: 	20 
A,CVA,LCA1,DE22	: 	: 	: 	19.2 
A,CVA,LCA1,DE23	: 	: 	: 	36.4 
A,CVA,LCA1,DE24	: 	: 	: 	30.6 
A,CVA,LCA1,DE25	: 	: 	: 	26.1 
A,CVA,LCA1,DE26	: 	: 	: 	33.9 
A,CVA,LCA1,DE27	: 	: 	: 	23.5 
A,CVA,LCA1,DE3	30.5 	26.4 	22.4 	36.5 
A,CVA,LCA1,DE30	: 	: 	: 	36.5 
A,CVA,LCA1,DE4	21.1 	19.8 	18.5 	25.1 
A,CVA,LCA1,DE40	: 	: 	: 	25.1 
A,CVA,LCA1,DE5	44.3 	42.2 	38.2 	43.2 
A,CVA,LCA1,DE50	: 	: 	: 	43.2 
A,CVA,LCA1,DE6	50.5 	46.4 	41.7 	29 
A,CVA,LCA1,DE60	: 	: 	: 	29 
A,CVA,LCA1,DE7	17.6 	15.4 	13.6 	11.7 
A,CVA,LCA1,DE71	: 	: 	: 	15.5 
A,CVA,LCA1,DE72	: 	: 	: 	28 
A,CVA,LCA1,DE73	: 	: 	: 	22.5 
A,CVA,LCA1,DE8	23 	21.3 	19.8 	39.1 
A,CVA,LCA1,DE80	: 	: 	: 	39.1 
A,CVA,LCA1,DE9	11.2 	10.2 	9.4 	10.2 
A,CVA,LCA1,DE91	: 	: 	: 	25 
A,CVA,LCA1,DE92	: 	: 	: 	28 
A,CVA,LCA1,DE93	: 	: 	: 	18.7 
A,CVA,LCA1,DE94	: 	: 	: 	15.3 
A,CVA,LCA1,DEA	9.4 	8.5 	8.2 	9.2 
A,CVA,LCA1,DEA1	: 	: 	: 	19.2 
A,CVA,LCA1,DEA2	: 	: 	: 	20.1 
A,CVA,LCA1,DEA3	: 	: 	: 	19.9 
A,CVA,LCA1,DEA4	: 	: 	: 	24.1 
A,CVA,LCA1,DEA5	: 	: 	: 	16.8 
A,CVA,LCA1,DEB	19.4 	17.1 	15.5 	20.7 
A,CVA,LCA1,DEB1	: 	: 	: 	23.9 
A,CVA,LCA1,DEB2	: 	: 	: 	41.8 
A,CVA,LCA1,DEB3	: 	: 	: 	31.9 
A,CVA,LCA1,DEC	29.5 	27.4 	22.6 	41.9 
A,CVA,LCA1,DEC0	: 	: 	: 	41.9 
A,CVA,LCA1,DED	15.7 	14.3 	12.9 	18.6 
A,CVA,LCA1,DED2	: 	: 	: 	31.2 
A,CVA,LCA1,DED4	: 	: 	: 	29.2 
A,CVA,LCA1,DED5	: 	: 	: 	36.2 
A,CVA,LCA1,DEE	19.5 	17.7 	16.3 	17 
A,CVA,LCA1,DEE0	: 	: 	: 	17 
A,CVA,LCA1,DEF	24 	21.1 	19.4 	18 
A,CVA,LCA1,DEF0	: 	: 	: 	18 
A,CVA,LCA1,DEG	20.6 	17.9 	17 	14.2 
A,CVA,LCA1,DEG0	: 	: 	: 	14.2 
A,CVA,LCA1,DK	11.9 	10.1 	10 	9.6 
A,CVA,LCA1,DK0	11.9 	10.1 	10 	9.6 
A,CVA,LCA1,DK01	: 	: 	: 	23.5 
A,CVA,LCA1,DK02	: 	: 	: 	28.4 
A,CVA,LCA1,DK03	: 	: 	: 	17.9 
A,CVA,LCA1,DK04	: 	: 	: 	18.6 
A,CVA,LCA1,DK05	: 	: 	: 	23.1 
A,CVA,LCA1,EE	23.4 	25 	20.2 	17 
A,CVA,LCA1,EE0	23.4 	25 	20.2 	17 
A,CVA,LCA1,EE00	: 	: 	: 	17 
A,CVA,LCA1,EL	10.3 	9.5 	8.2 	13.4 
A,CVA,LCA1,EL3	16 	17 	15.1 	16.3 
A,CVA,LCA1,EL30	: 	: 	: 	16.3 
A,CVA,LCA1,EL4	56.4 	30 	27.2 	21.8 
A,CVA,LCA1,EL41	: 	: 	: 	26.4 
A,CVA,LCA1,EL42	: 	: 	: 	42.3 
A,CVA,LCA1,EL43	: 	: 	: 	38.3 
A,CVA,LCA1,EL5	17.8 	18.3 	15.6 	17.2 
A,CVA,LCA1,EL51	: 	: 	: 	34.1 
A,CVA,LCA1,EL52	: 	: 	: 	19.7 
A,CVA,LCA1,EL53	: 	: 	: 	61.6 
A,CVA,LCA1,EL54	: 	: 	: 	41.1 
A,CVA,LCA1,EL6	17.3 	16.6 	14 	25.4 
A,CVA,LCA1,EL61	: 	: 	: 	27.3 
A,CVA,LCA1,EL62	: 	: 	: 	45.6 
A,CVA,LCA1,EL63	: 	: 	: 	25.9 
A,CVA,LCA1,EL64	: 	: 	: 	25.2 
A,CVA,LCA1,EL65	: 	: 	: 	46.8 
A,CVA,LCA1,ES	4.7 	4.1 	3.8 	5.4 
A,CVA,LCA1,ES1	11.6 	10.7 	10.4 	16.1 
A,CVA,LCA1,ES11	: 	: 	: 	22 
A,CVA,LCA1,ES12	: 	: 	: 	23.3 
A,CVA,LCA1,ES13	: 	: 	: 	25.4 
A,CVA,LCA1,ES2	15.1 	13.6 	12.5 	13 
A,CVA,LCA1,ES21	: 	: 	: 	16.3 
A,CVA,LCA1,ES22	: 	: 	: 	30.3 
A,CVA,LCA1,ES23	: 	: 	: 	39.2 
A,CVA,LCA1,ES24	: 	: 	: 	21.7 
A,CVA,LCA1,ES3	27.1 	22.7 	22.1 	15.3 
A,CVA,LCA1,ES30	: 	: 	: 	15.3 
A,CVA,LCA1,ES4	10.5 	9.3 	8.8 	12.7 
A,CVA,LCA1,ES41	: 	: 	: 	24.1 
A,CVA,LCA1,ES42	: 	: 	: 	14.2 
A,CVA,LCA1,ES43	: 	: 	: 	26.4 
A,CVA,LCA1,ES5	9.5 	7.8 	7.2 	10.3 
A,CVA,LCA1,ES51	: 	: 	: 	16.2 
A,CVA,LCA1,ES52	: 	: 	: 	13.5 
A,CVA,LCA1,ES53	: 	: 	: 	40.9 
A,CVA,LCA1,ES6	9.2 	8.1 	7.6 	11.4 
A,CVA,LCA1,ES61	: 	: 	: 	13.4 
A,CVA,LCA1,ES62	: 	: 	: 	19.3 
A,CVA,LCA1,EU27_2007	: 	1.4 	1.3 	1.6 
A,CVA,LCA1,EU27_2020	: 	: 	1.3 	1.6 
A,CVA,LCA1,EU28	: 	: 	1.3 	1.6 
A,CVA,LCA1,EU_V	1.6 	1.4 	1.4 	1.6 
A,CVA,LCA1,FI	10.9 	12.3 	13 	7.7 
A,CVA,LCA1,FI1	10.9 	12.3 	13 	7.7 
A,CVA,LCA1,FI19	: 	: 	: 	13 
A,CVA,LCA1,FI1B	: 	: 	: 	19.1 
A,CVA,LCA1,FI1C	: 	: 	: 	17.4 
A,CVA,LCA1,FI1D	: 	: 	: 	13.6 
A,CVA,LCA1,FR	4.1 	3.7 	3.4 	3.7 
A,CVA,LCA1,FR1	16.3 	14.4 	13.6 	12.3 
A,CVA,LCA1,FR10	: 	: 	: 	12.3 
A,CVA,LCA1,FR2	9.9 	8.8 	7.8 	: 
A,CVA,LCA1,FR3	20.6 	17.6 	17.1 	: 
A,CVA,LCA1,FR4	15.5 	13.1 	11.9 	: 
A,CVA,LCA1,FR5	9.4 	8.7 	8.1 	: 
A,CVA,LCA1,FR6	9.8 	8.6 	8.3 	: 
A,CVA,LCA1,FR7	10.5 	9.5 	8.8 	: 
A,CVA,LCA1,FR8	11.4 	10.1 	9.5 	: 
A,CVA,LCA1,FRB	: 	: 	: 	14.5 
A,CVA,LCA1,FRB0	: 	: 	: 	14.5 
A,CVA,LCA1,FRC	: 	: 	: 	14.5 
A,CVA,LCA1,FRC1	: 	: 	: 	19.5 
A,CVA,LCA1,FRC2	: 	: 	: 	20.3 
A,CVA,LCA1,FRD	: 	: 	: 	18.1 
A,CVA,LCA1,FRD1	: 	: 	: 	25.9 
A,CVA,LCA1,FRD2	: 	: 	: 	17 
A,CVA,LCA1,FRE	: 	: 	: 	10.6 
A,CVA,LCA1,FRE1	: 	: 	: 	13.4 
A,CVA,LCA1,FRE2	: 	: 	: 	17.4 
A,CVA,LCA1,FRF	: 	: 	: 	12.6 
A,CVA,LCA1,FRF1	: 	: 	: 	29 
A,CVA,LCA1,FRF2	: 	: 	: 	17.3 
A,CVA,LCA1,FRF3	: 	: 	: 	17.7 
A,CVA,LCA1,FRG	: 	: 	: 	11.3 
A,CVA,LCA1,FRG0	: 	: 	: 	11.3 
A,CVA,LCA1,FRH	: 	: 	: 	13.7 
A,CVA,LCA1,FRH0	: 	: 	: 	13.7 
A,CVA,LCA1,FRI	: 	: 	: 	10.1 
A,CVA,LCA1,FRI1	: 	: 	: 	15.5 
A,CVA,LCA1,FRI2	: 	: 	: 	23.4 
A,CVA,LCA1,FRI3	: 	: 	: 	14.1 
A,CVA,LCA1,FRJ	: 	: 	: 	12.9 
A,CVA,LCA1,FRJ1	: 	: 	: 	21.9 
A,CVA,LCA1,FRJ2	: 	: 	: 	14.7 
A,CVA,LCA1,FRK	: 	: 	: 	10.9 
A,CVA,LCA1,FRK1	: 	: 	: 	14.5 
A,CVA,LCA1,FRK2	: 	: 	: 	13.9 
A,CVA,LCA1,FRL	: 	: 	: 	14.8 
A,CVA,LCA1,FRL0	: 	: 	: 	14.8 
A,CVA,LCA1,FRM	: 	: 	: 	35.6 
A,CVA,LCA1,FRM0	: 	: 	: 	35.6 
A,CVA,LCA1,HR	: 	: 	15.2 	11.5 
A,CVA,LCA1,HR0	: 	: 	15.2 	11.5 
A,CVA,LCA1,HR03	: 	: 	: 	20.5 
A,CVA,LCA1,HR04	: 	: 	: 	14.7 
A,CVA,LCA1,HU	9.3 	9.8 	9.3 	9.9 
A,CVA,LCA1,HU1	22.1 	25 	24.3 	19 
A,CVA,LCA1,HU11	: 	: 	: 	30.5 
A,CVA,LCA1,HU12	: 	: 	: 	24.2 
A,CVA,LCA1,HU2	15.1 	15.9 	14.9 	23.2 
A,CVA,LCA1,HU21	: 	: 	: 	32.3 
A,CVA,LCA1,HU22	: 	: 	: 	40.9 
A,CVA,LCA1,HU23	: 	: 	: 	33.2 
A,CVA,LCA1,HU3	13.8 	14.4 	13.8 	12.5 
A,CVA,LCA1,HU31	: 	: 	: 	23.9 
A,CVA,LCA1,HU32	: 	: 	: 	23.3 
A,CVA,LCA1,HU33	: 	: 	: 	18.3 
A,CVA,LCA1,IE	13.2 	13.3 	12.9 	13.3 
A,CVA,LCA1,IE0	13.2 	13.3 	12.9 	13.3 
A,CVA,LCA1,IE04	: 	: 	: 	20.4 
A,CVA,LCA1,IE05	: 	: 	: 	26.2 
A,CVA,LCA1,IE06	: 	: 	: 	20.2 
A,CVA,LCA1,IT	4.1 	3.7 	3.5 	3.6 
A,CVA,LCA1,ITC	7.7 	7.1 	6.9 	7.6 
A,CVA,LCA1,ITC1	: 	: 	: 	12.5 
A,CVA,LCA1,ITC2	: 	: 	: 	47.9 
A,CVA,LCA1,ITC3	: 	: 	: 	24.4 
A,CVA,LCA1,ITC4	: 	: 	: 	10.5 
A,CVA,LCA1,ITF	8.4 	7.6 	7.1 	7.3 
A,CVA,LCA1,ITF1	: 	: 	: 	17.6 
A,CVA,LCA1,ITF2	: 	: 	: 	42 
A,CVA,LCA1,ITF3	: 	: 	: 	10.5 
A,CVA,LCA1,ITF4	: 	: 	: 	13.5 
A,CVA,LCA1,ITF5	: 	: 	: 	31.6 
A,CVA,LCA1,ITF6	: 	: 	: 	23.6 
A,CVA,LCA1,ITG	11.5 	10.5 	9.4 	8.9 
A,CVA,LCA1,ITG1	: 	: 	: 	10.6 
A,CVA,LCA1,ITG2	: 	: 	: 	16.7 
A,CVA,LCA1,ITH	9.3 	8.4 	7.9 	8.9 
A,CVA,LCA1,ITH1	: 	: 	: 	41.5 
A,CVA,LCA1,ITH2	: 	: 	: 	32.1 
A,CVA,LCA1,ITH3	: 	: 	: 	11.5 
A,CVA,LCA1,ITH4	: 	: 	: 	23 
A,CVA,LCA1,ITH5	: 	: 	: 	16.7 
A,CVA,LCA1,ITI	10.7 	9.7 	8.8 	7.6 
A,CVA,LCA1,ITI1	: 	: 	: 	13.1 
A,CVA,LCA1,ITI2	: 	: 	: 	23.6 
A,CVA,LCA1,ITI3	: 	: 	: 	18.3 
A,CVA,LCA1,ITI4	: 	: 	: 	12.3 
A,CVA,LCA1,LT	13.6 	13.3 	10.9 	12.4 
A,CVA,LCA1,LT0	13.6 	13.3 	10.9 	12.4 
A,CVA,LCA1,LT01	: 	: 	: 	25.4 
A,CVA,LCA1,LT02	: 	: 	: 	14.2 
A,CVA,LCA1,LU	44.4 	40.4 	35.7 	34.7 
A,CVA,LCA1,LU0	44.4 	40.4 	35.7 	34.7 
A,CVA,LCA1,LU00	: 	: 	: 	34.7 
A,CVA,LCA1,LV	20.6 	18.9 	15.7 	13.8 
A,CVA,LCA1,LV0	20.6 	18.9 	15.7 	13.8 
A,CVA,LCA1,LV00	: 	: 	: 	13.8 
A,CVA,LCA1,MT	: 	28.8 	25.1 	17.1 
A,CVA,LCA1,MT0	: 	28.8 	25.1 	17.1 
A,CVA,LCA1,MT00	: 	: 	: 	17.1 
A,CVA,LCA1,NL	9.9 	9.6 	8.8 	7.5 
A,CVA,LCA1,NL1	35.3 	35.5 	33.2 	19.7 
A,CVA,LCA1,NL11	: 	: 	: 	31.1 
A,CVA,LCA1,NL12	: 	: 	: 	31.2 
A,CVA,LCA1,NL13	: 	: 	: 	43.6 
A,CVA,LCA1,NL2	18.8 	18.2 	16.5 	14.6 
A,CVA,LCA1,NL21	: 	: 	: 	26.2 
A,CVA,LCA1,NL22	: 	: 	: 	19.1 
A,CVA,LCA1,NL23	: 	: 	: 	43.5 
A,CVA,LCA1,NL3	15 	14.2 	13.3 	9.4 
A,CVA,LCA1,NL31	: 	: 	: 	23.4 
A,CVA,LCA1,NL32	: 	: 	: 	19.7 
A,CVA,LCA1,NL33	: 	: 	: 	11.8 
A,CVA,LCA1,NL34	: 	: 	: 	40.7 
A,CVA,LCA1,NL4	21.7 	20.9 	18.8 	16 
A,CVA,LCA1,NL41	: 	: 	: 	21.2 
A,CVA,LCA1,NL42	: 	: 	: 	20.2 
A,CVA,LCA1,PL	6.5 	5.8 	5.5 	5 
A,CVA,LCA1,PL1	14.1 	12.9 	12.5 	: 
A,CVA,LCA1,PL2	15.1 	13.8 	12.6 	12.1 
A,CVA,LCA1,PL21	: 	: 	: 	18.7 
A,CVA,LCA1,PL22	: 	: 	: 	15.5 
A,CVA,LCA1,PL3	14.3 	13 	12.6 	: 
A,CVA,LCA1,PL4	15.2 	13.5 	12.7 	12.3 
A,CVA,LCA1,PL41	: 	: 	: 	15.5 
A,CVA,LCA1,PL42	: 	: 	: 	23.6 
A,CVA,LCA1,PL43	: 	: 	: 	35.9 
A,CVA,LCA1,PL5	20.7 	18.6 	16.9 	17 
A,CVA,LCA1,PL51	: 	: 	: 	19.1 
A,CVA,LCA1,PL52	: 	: 	: 	37.1 
A,CVA,LCA1,PL6	18.1 	16.2 	15 	11.8 
A,CVA,LCA1,PL61	: 	: 	: 	18.8 
A,CVA,LCA1,PL62	: 	: 	: 	21.4 
A,CVA,LCA1,PL63	: 	: 	: 	19.7 
A,CVA,LCA1,PL7	: 	: 	: 	15.7 
A,CVA,LCA1,PL71	: 	: 	: 	21.2 
A,CVA,LCA1,PL72	: 	: 	: 	23.4 
A,CVA,LCA1,PL8	: 	: 	: 	12.7 
A,CVA,LCA1,PL81	: 	: 	: 	18.1 
A,CVA,LCA1,PL82	: 	: 	: 	22 
A,CVA,LCA1,PL84	: 	: 	: 	29.6 
A,CVA,LCA1,PL9	: 	: 	: 	12.3 
A,CVA,LCA1,PL91	: 	: 	: 	19.8 
A,CVA,LCA1,PL92	: 	: 	: 	15.7 
A,CVA,LCA1,PT	9 	7.5 	7.1 	8.9 
A,CVA,LCA1,PT1	9 	7.5 	7.1 	8.9 
A,CVA,LCA1,PT11	: 	: 	: 	18.5 
A,CVA,LCA1,PT15	: 	: 	: 	39.7 
A,CVA,LCA1,PT16	: 	: 	: 	11.2 
A,CVA,LCA1,PT17	: 	: 	: 	21.6 
A,CVA,LCA1,PT18	: 	: 	: 	21.5 
A,CVA,LCA1,RO	: 	7.7 	7.3 	7.3 
A,CVA,LCA1,RO1	: 	16.4 	16.4 	14.4 
A,CVA,LCA1,RO11	: 	: 	: 	21.8 
A,CVA,LCA1,RO12	: 	: 	: 	19.1 
A,CVA,LCA1,RO2	: 	14.8 	13.7 	14 
A,CVA,LCA1,RO21	: 	: 	: 	19.4 
A,CVA,LCA1,RO22	: 	: 	: 	19.8 
A,CVA,LCA1,RO3	: 	16.3 	15.4 	15.9 
A,CVA,LCA1,RO31	: 	: 	: 	18.6 
A,CVA,LCA1,RO32	: 	: 	: 	22.1 
A,CVA,LCA1,RO4	: 	14.5 	13.9 	13.3 
A,CVA,LCA1,RO41	: 	: 	: 	16.1 
A,CVA,LCA1,RO42	: 	: 	: 	22.8 
A,CVA,LCA1,SE	10.6 	10.6 	9.6 	11.8 
A,CVA,LCA1,SE1	21 	21.3 	18.1 	16.2 
A,CVA,LCA1,SE11	: 	: 	: 	26.4 
A,CVA,LCA1,SE12	: 	: 	: 	18.2 
A,CVA,LCA1,SE2	16.2 	17 	13.8 	14.8 
A,CVA,LCA1,SE21	: 	: 	: 	19 
A,CVA,LCA1,SE22	: 	: 	: 	16.3 
A,CVA,LCA1,SE23	: 	: 	: 	27.4 
A,CVA,LCA1,SE3	18.9 	18.3 	17.6 	30 
A,CVA,LCA1,SE31	: 	: 	: 	44.5 
A,CVA,LCA1,SE32	: 	: 	: 	32.4 
A,CVA,LCA1,SE33	: 	: 	: 	22.9 
A,CVA,LCA1,SI	30.9 	25.7 	25.7 	16.8 
A,CVA,LCA1,SI0	30.9 	25.7 	25.7 	16.8 
A,CVA,LCA1,SI03	: 	: 	: 	24.1 
A,CVA,LCA1,SI04	: 	: 	: 	24.6 
A,CVA,LCA1,SK	15.4 	16.7 	15.1 	15.8 
A,CVA,LCA1,SK0	15.4 	16.7 	15.1 	15.8 
A,CVA,LCA1,SK01	: 	: 	: 	44 
A,CVA,LCA1,SK02	: 	: 	: 	23.9 
A,CVA,LCA1,SK03	: 	: 	: 	25.9 
A,CVA,LCA1,SK04	: 	: 	: 	31.8 
A,CVA,LCA1,UK	5 	5.3 	4.7 	5.2 
A,CVA,LCA1,UKC	21.9 	22.9 	23 	23.9 
A,CVA,LCA1,UKC1	: 	: 	: 	39.2 
A,CVA,LCA1,UKC2	: 	: 	: 	29 
A,CVA,LCA1,UKD	18.3 	19.5 	16.2 	12.4 
A,CVA,LCA1,UKD1	: 	: 	: 	33.8 
A,CVA,LCA1,UKD3	: 	: 	: 	29.8 
A,CVA,LCA1,UKD4	: 	: 	: 	20.4 
A,CVA,LCA1,UKD6	: 	: 	: 	22.8 
A,CVA,LCA1,UKD7	: 	: 	: 	44 
A,CVA,LCA1,UKE	15.6 	16.4 	14.4 	18.2 
A,CVA,LCA1,UKE1	: 	: 	: 	59.9 
A,CVA,LCA1,UKE2	: 	: 	: 	33.4 
A,CVA,LCA1,UKE3	: 	: 	: 	29.1 
A,CVA,LCA1,UKE4	: 	: 	: 	33.9 
A,CVA,LCA1,UKF	16.8 	17.3 	16 	15.5 
A,CVA,LCA1,UKF1	: 	: 	: 	27.4 
A,CVA,LCA1,UKF2	: 	: 	: 	26.4 
A,CVA,LCA1,UKF3	: 	: 	: 	26.7 
A,CVA,LCA1,UKG	17.2 	18.7 	17.1 	16.9 
A,CVA,LCA1,UKG1	: 	: 	: 	29.1 
A,CVA,LCA1,UKG2	: 	: 	: 	28.3 
A,CVA,LCA1,UKG3	: 	: 	: 	30.1 
A,CVA,LCA1,UKH	14.8 	16.4 	14.6 	14.5 
A,CVA,LCA1,UKH1	: 	: 	: 	21.2 
A,CVA,LCA1,UKH2	: 	: 	: 	24.6 
A,CVA,LCA1,UKH3	: 	: 	: 	31 
A,CVA,LCA1,UKI	16.3 	17.6 	16.1 	17.7 
A,CVA,LCA1,UKI3	: 	: 	: 	43 
A,CVA,LCA1,UKI4	: 	: 	: 	41 
A,CVA,LCA1,UKI5	: 	: 	: 	37.2 
A,CVA,LCA1,UKI6	: 	: 	: 	50.8 
A,CVA,LCA1,UKI7	: 	: 	: 	28.6 
A,CVA,LCA1,UKJ	17.6 	18.4 	15.3 	11.4 
A,CVA,LCA1,UKJ1	: 	: 	: 	22.2 
A,CVA,LCA1,UKJ2	: 	: 	: 	19.3 
A,CVA,LCA1,UKJ3	: 	: 	: 	29.1 
A,CVA,LCA1,UKJ4	: 	: 	: 	22.3 
A,CVA,LCA1,UKK	16.2 	17.3 	15.5 	12.8 
A,CVA,LCA1,UKK1	: 	: 	: 	24.6 
A,CVA,LCA1,UKK2	: 	: 	: 	21.6 
A,CVA,LCA1,UKK3	: 	: 	: 	26.5 
A,CVA,LCA1,UKK4	: 	: 	: 	31.3 
A,CVA,LCA1,UKL	16.2 	17 	15.2 	19.4 
A,CVA,LCA1,UKL1	: 	: 	: 	20.8 
A,CVA,LCA1,UKL2	: 	: 	: 	50.3 
A,CVA,LCA1,UKM	19.2 	18.2 	17.7 	14.6 
A,CVA,LCA1,UKM5	: 	: 	: 	47.9 
A,CVA,LCA1,UKM6	: 	: 	: 	34.7 
A,CVA,LCA1,UKM7	: 	: 	: 	26 
A,CVA,LCA1,UKM8	: 	: 	: 	42.9 
A,CVA,LCA1,UKM9	: 	: 	: 	26.7 
A,CVA,LCA1,UKN	21.8 	23.8 	21.1 	44 
A,CVA,LCA1,UKN0	: 	: 	: 	44 
A,CVA,LCA11,AT	9.9 	8.4 	8.6 	7.4 
A,CVA,LCA11,AT1	19.1 	16 	15.2 	11.5 
A,CVA,LCA11,AT11	: 	: 	: 	24 
A,CVA,LCA11,AT12	: 	: 	: 	13.8 
A,CVA,LCA11,AT13	: 	: 	: 	42.1 
A,CVA,LCA11,AT2	17.9 	15.2 	16.8 	15.2 
A,CVA,LCA11,AT21	: 	: 	: 	25.6 
A,CVA,LCA11,AT22	: 	: 	: 	18.5 
A,CVA,LCA11,AT3	14.7 	12.7 	13.2 	12.3 
A,CVA,LCA11,AT31	: 	: 	: 	14.1 
A,CVA,LCA11,AT32	: 	: 	: 	37.8 
A,CVA,LCA11,AT33	: 	: 	: 	32 
A,CVA,LCA11,AT34	: 	: 	: 	35.9 
A,CVA,LCA11,BE	9.5 	8.4 	7.7 	6.6 
A,CVA,LCA11,BE1	: 	121.9 	96.3 	99.8 
A,CVA,LCA11,BE10	: 	: 	: 	99.8 
A,CVA,LCA11,BE2	11.3 	10 	9.2 	8.1 
A,CVA,LCA11,BE21	: 	: 	: 	15.6 
A,CVA,LCA11,BE22	: 	: 	: 	26.9 
A,CVA,LCA11,BE23	: 	: 	: 	20.2 
A,CVA,LCA11,BE24	: 	: 	: 	22.4 
